transcript,GC_content,GA_content,AT_content,AC_content,A_content,C_content,G_content,T_content,length
PB2015.862.1,0.526132404181,0.616724738676,0.473867595819,0.501742160279,0.296167247387,0.205574912892,0.320557491289,0.177700348432,287
PB2015.5962.1,0.751351351351,0.362162162162,0.248648648649,0.583783783784,0.0972972972973,0.486486486486,0.264864864865,0.151351351351,185
PB2015.14374.2,0.478070175439,0.44298245614,0.521929824561,0.412280701754,0.188596491228,0.223684210526,0.254385964912,0.333333333333,228
PB2015.13571.3,0.561886051081,0.471512770138,0.438113948919,0.463654223969,0.186640471513,0.277013752456,0.284872298625,0.251473477407,509
PB2015.13571.2,0.565178571429,0.478571428571,0.434821428571,0.440178571429,0.176785714286,0.263392857143,0.301785714286,0.258035714286,1120
PB2015.13571.5,0.505300353357,0.480565371025,0.494699646643,0.47703180212,0.226148409894,0.250883392226,0.254416961131,0.268551236749,283
PB2015.13571.4,0.506711409396,0.493288590604,0.493288590604,0.48322147651,0.234899328859,0.248322147651,0.258389261745,0.258389261745,298
PB2015.13571.6,0.533546325879,0.487220447284,0.466453674121,0.452076677316,0.202875399361,0.249201277955,0.284345047923,0.26357827476,626
PB2015.6745.2,0.622641509434,0.622641509434,0.377358490566,0.490566037736,0.245283018868,0.245283018868,0.377358490566,0.132075471698,106
PB2015.8409.4,0.50390625,0.50390625,0.49609375,0.5078125,0.25390625,0.25390625,0.25,0.2421875,256
PB2015.8409.2,0.514814814815,0.544444444444,0.485185185185,0.511111111111,0.27037037037,0.240740740741,0.274074074074,0.214814814815,270
PB2015.13551.4,0.757062146893,0.497175141243,0.242937853107,0.531073446328,0.135593220339,0.395480225989,0.361581920904,0.107344632768,177
PB2015.7358.2,0.71469740634,0.440922190202,0.28530259366,0.533141210375,0.129682997118,0.403458213256,0.311239193084,0.155619596542,347
PB2015.13551.2,0.769547325103,0.530864197531,0.230452674897,0.477366255144,0.119341563786,0.358024691358,0.411522633745,0.111111111111,243
PB2015.6294.2,0.658536585366,0.634146341463,0.341463414634,0.39837398374,0.186991869919,0.211382113821,0.447154471545,0.154471544715,123
PB2015.7358.1,0.691629955947,0.484581497797,0.308370044053,0.568281938326,0.180616740088,0.387665198238,0.303964757709,0.127753303965,227
PB2015.9903.1,0.645161290323,0.5,0.354838709677,0.435483870968,0.145161290323,0.290322580645,0.354838709677,0.209677419355,62
PB2015.16625.2,0.535796766744,0.484988452656,0.464203233256,0.545034642032,0.247113163972,0.29792147806,0.237875288684,0.217090069284,433
PB2015.4999.2,0.615894039735,0.490066225166,0.384105960265,0.496688741722,0.185430463576,0.311258278146,0.304635761589,0.198675496689,151
PB2015.4999.3,0.712328767123,0.543378995434,0.287671232877,0.48401826484,0.157534246575,0.326484018265,0.385844748858,0.130136986301,438
PB2015.4999.4,0.614457831325,0.469879518072,0.385542168675,0.47265987025,0.164040778499,0.308619091752,0.305838739574,0.221501390176,1079
PB2015.11270.1,0.711711711712,0.414414414414,0.288288288288,0.603603603604,0.153153153153,0.45045045045,0.261261261261,0.135135135135,111
PB2015.10917.1,0.703703703704,0.412037037037,0.296296296296,0.486111111111,0.0972222222222,0.388888888889,0.314814814815,0.199074074074,216
PB2015.11270.2,0.59748427673,0.446540880503,0.40251572327,0.553459119497,0.201257861635,0.352201257862,0.245283018868,0.201257861635,318
PB2015.1346.1,0.631578947368,0.513157894737,0.368421052632,0.460526315789,0.171052631579,0.289473684211,0.342105263158,0.197368421053,76
PB2015.1346.2,0.637651821862,0.526315789474,0.362348178138,0.487854251012,0.188259109312,0.2995951417,0.338056680162,0.174089068826,494
PB2015.16525.1,0.554385964912,0.512280701754,0.445614035088,0.428070175439,0.19298245614,0.235087719298,0.319298245614,0.252631578947,285
PB2015.3495.7,0.759398496241,0.416040100251,0.240601503759,0.473684210526,0.0651629072682,0.408521303258,0.350877192982,0.175438596491,399
PB2015.3495.1,0.776223776224,0.622377622378,0.223776223776,0.391608391608,0.118881118881,0.272727272727,0.503496503497,0.104895104895,143
PB2015.15926.1,0.487704918033,0.545081967213,0.512295081967,0.508196721311,0.282786885246,0.225409836066,0.262295081967,0.229508196721,244
PB2015.5547.2,0.530864197531,0.493827160494,0.469135802469,0.506172839506,0.234567901235,0.271604938272,0.259259259259,0.234567901235,81
PB2015.7895.1,0.651960784314,0.544117647059,0.348039215686,0.529411764706,0.210784313725,0.31862745098,0.333333333333,0.137254901961,204
PB2015.14235.9,0.6472303207,0.495626822157,0.3527696793,0.559766763848,0.204081632653,0.355685131195,0.291545189504,0.148688046647,343
PB2015.14235.7,0.628336755647,0.466119096509,0.371663244353,0.507186858316,0.172484599589,0.334702258727,0.29363449692,0.199178644764,487
PB2015.14235.5,0.623737373737,0.484848484848,0.376262626263,0.517676767677,0.189393939394,0.328282828283,0.295454545455,0.186868686869,396
PB2015.14235.4,0.655786350148,0.501483679525,0.344213649852,0.551928783383,0.19881305638,0.353115727003,0.302670623145,0.145400593472,337
PB2015.14235.3,0.657210401891,0.479905437352,0.342789598109,0.531914893617,0.177304964539,0.354609929078,0.302600472813,0.16548463357,423
PB2015.14235.2,0.599173553719,0.553719008264,0.400826446281,0.50826446281,0.231404958678,0.276859504132,0.322314049587,0.169421487603,242
PB2015.13512.2,0.518796992481,0.571428571429,0.481203007519,0.488721804511,0.270676691729,0.218045112782,0.300751879699,0.210526315789,133
PB2015.16090.1,0.718446601942,0.611650485437,0.281553398058,0.378640776699,0.135922330097,0.242718446602,0.47572815534,0.145631067961,103
PB2015.15988.1,0.714285714286,0.612244897959,0.285714285714,0.34693877551,0.122448979592,0.224489795918,0.489795918367,0.163265306122,49
PB2015.11213.8,0.550173010381,0.557093425606,0.449826989619,0.484429065744,0.245674740484,0.23875432526,0.311418685121,0.204152249135,578
PB2015.8520.1,0.610441767068,0.417670682731,0.389558232932,0.522088353414,0.164658634538,0.357429718876,0.253012048193,0.224899598394,249
PB2015.11705.2,0.603448275862,0.465517241379,0.396551724138,0.310344827586,0.0862068965517,0.224137931034,0.379310344828,0.310344827586,58
PB2015.9070.1,0.794117647059,0.558823529412,0.205882352941,0.411764705882,0.0882352941176,0.323529411765,0.470588235294,0.117647058824,34
PB2015.1030.1,0.691588785047,0.46261682243,0.308411214953,0.46261682243,0.116822429907,0.345794392523,0.345794392523,0.191588785047,214
PB2015.12266.1,0.636363636364,0.431818181818,0.363636363636,0.454545454545,0.125,0.329545454545,0.306818181818,0.238636363636,88
PB2015.1030.3,0.694444444444,0.467592592593,0.305555555556,0.458333333333,0.115740740741,0.342592592593,0.351851851852,0.189814814815,216
PB2015.1030.5,0.610714285714,0.489285714286,0.389285714286,0.478571428571,0.178571428571,0.3,0.310714285714,0.210714285714,560
PB2015.1030.6,0.576576576577,0.474474474474,0.423423423423,0.489489489489,0.193693693694,0.295795795796,0.280780780781,0.22972972973,666
PB2015.2842.2,0.654545454545,0.536363636364,0.345454545455,0.409090909091,0.145454545455,0.263636363636,0.390909090909,0.2,110
PB2015.2842.1,0.66,0.54,0.34,0.413333333333,0.146666666667,0.266666666667,0.393333333333,0.193333333333,150
PB2015.4296.2,0.589887640449,0.505617977528,0.410112359551,0.466292134831,0.191011235955,0.275280898876,0.314606741573,0.219101123596,178
PB2015.4296.3,0.514563106796,0.631067961165,0.485436893204,0.466019417476,0.291262135922,0.174757281553,0.339805825243,0.194174757282,103
PB2015.1020.2,0.621621621622,0.810810810811,0.378378378378,0.297297297297,0.243243243243,0.0540540540541,0.567567567568,0.135135135135,37
PB2015.1020.3,0.650602409639,0.427710843373,0.349397590361,0.548192771084,0.16265060241,0.385542168675,0.265060240964,0.186746987952,166
PB2015.1020.1,0.65306122449,0.408163265306,0.34693877551,0.544217687075,0.149659863946,0.394557823129,0.258503401361,0.197278911565,147
PB2015.1020.4,0.675925925926,0.342592592593,0.324074074074,0.574074074074,0.12037037037,0.453703703704,0.222222222222,0.203703703704,108
PB2015.7969.4,0.682692307692,0.548076923077,0.317307692308,0.423076923077,0.144230769231,0.278846153846,0.403846153846,0.173076923077,104
PB2015.7969.5,0.704081632653,0.602040816327,0.295918367347,0.448979591837,0.173469387755,0.275510204082,0.428571428571,0.122448979592,98
