#prior_probability=0.1																	
feature_id	bayes_factor	posterior_probability	alpha0	alpha1	eta1_0	mu_TH1_MCF7.gene	mu_TH2_MCF7.gene	mu_TH3_MCF7.gene	mu_TD1_MCF7.gene	mu_TD2_MCF7.gene	mu_TD3_MCF7.gene		sd_TH1_MCF7.gene	sd_TH2_MCF7.gene	sd_TD1_MCF7.gene	sd_TD2_MCF7.gene	sd_TD3_MCF7.gene
PB2015.10103	0.0535105	0.00591047	2.56968	2.56884	-0.0298206	2.57875	2.48751	2.59574	2.57176	2.61728	2.55879	0.0421828	0.044844	0.0406702	0.0414916	0.0388288	0.0418898
PB2015.10104	0.0419317	0.00463747	5.73527	5.73448	0.0285396	5.74862	5.71196	5.7925	5.71455	5.69044	5.75382	0.00948896	0.00954738	0.00919863	0.00896744	0.00890669	0.00895368
PB2015.10105	0.997787	0.0998008	3.25034	3.25277	0.269791	3.37431	3.36219	3.43372	3.19653	3.0496	3.10087	0.0289486	0.0294904	0.0266524	0.0307652	0.0321276	0.0333245
PB2015.10106	0.751081	0.0770254	2.36808	2.36909	0.327707	2.67214	2.46959	2.48071	2.33594	2.14248	2.12386	0.0264351	0.0276671	0.0277214	0.0296553	0.0318282	0.0328503
PB2015.10107	0.802586	0.081875	-3.84771	-3.87017	-0.318035	-4.16256	-14.1525	-14.2523	-14.1097	-14.2261	-3.29219	1.22474	10.1567	10.0413	9.53157	10.3083	0.804467
PB2015.10108	0.0924532	0.0101681	1.12506	1.12406	0.0664486	1.1394	1.21164	1.12281	1.09248	1.1368	1.04142	0.0325604	0.0319801	0.0307698	0.0313384	0.0298745	0.0331857
PB2015.10109	0.0699498	0.00771226	3.10746	3.1096	0.0393898	3.10143	3.2303	3.05729	3.084	3.07353	3.11218	0.0377103	0.0440616	0.04254	0.0330976	0.0288654	0.0319678
PB2015.1011	0.318898	0.0342205	1.89442	1.89063	-0.170754	1.86747	1.71511	1.82739	1.97693	1.96913	1.99121	0.0555629	0.0596269	0.0522277	0.0484841	0.0472953	0.0487619
PB2015.10110	0.0657428	0.00725178	2.16757	2.16726	-0.0270145	2.10372	2.19223	2.16127	2.09564	2.2582	2.18897	0.0369396	0.0320695	0.0350141	0.0338454	0.0310747	0.031804
PB2015.10111	0.181246	0.0197409	2.63363	2.63046	-0.0972154	2.58896	2.56848	2.58802	2.71096	2.6546	2.67332	0.0500768	0.0465453	0.0438595	0.0389112	0.0491905	0.0368593
PB2015.10112	0.758799	0.0777554	1.48618	1.48784	0.435464	1.77339	1.84491	1.55195	1.36171	1.48202	0.886011	0.0732067	0.0698198	0.0742924	0.0842565	0.0736736	0.10347
PB2015.10113	0.117077	0.0128415	2.41176	2.4115	0.0859006	2.44987	2.45953	2.46553	2.41491	2.23748	2.44775	0.0540638	0.0527717	0.0473834	0.0513214	0.0545492	0.0498714
PB2015.10114	0.319041	0.0342354	1.15477	1.15189	0.221918	1.24545	1.25018	1.30837	1.17192	0.823249	1.1127	0.0928937	0.0854404	0.08363	0.0880695	0.101294	0.0956319
PB2015.10115	0.206331	0.0224118	2.13137	2.1322	-0.118414	2.03571	2.11421	2.06682	2.13219	2.19094	2.25315	0.0306339	0.0293421	0.0288025	0.028165	0.02679	0.0268035
PB2015.10116	0.166945	0.0182116	2.64157	2.64223	-0.112948	2.53282	2.54658	2.67308	2.68488	2.6624	2.75142	0.0350326	0.0347258	0.0318761	0.0304195	0.0308406	0.0303747
PB2015.10117	0.10122	0.0111215	1.46034	1.46207	0.0705573	1.3988	1.48173	1.59982	1.46292	1.32914	1.48238	0.0822739	0.0743328	0.0669562	0.0733491	0.0751388	0.0723883
PB2015.10118	0.0681006	0.00750991	3.16427	3.16432	-0.0479657	3.15401	3.12971	3.1346	3.20632	3.19657	3.16206	0.0223202	0.023224	0.021711	0.0219069	0.0202852	0.0217634
PB2015.10119	0.0653572	0.00720956	1.22699	1.22865	-0.0123505	1.18125	1.20388	1.27816	1.33421	1.1775	1.18559	0.0550799	0.0524549	0.0483592	0.0475932	0.0470909	0.0495363
PB2015.1012	2.13296	0.19159	3.07763	3.07699	0.181376	3.16049	3.17638	3.16774	2.97706	2.99578	2.9867	0.0216023	0.0207761	0.0199872	0.0221769	0.0208995	0.0222546
PB2015.10120	0.665036	0.0688085	0.217049	0.215961	0.371243	0.646423	0.351443	0.240265	0.177398	-0.0888216	-0.0457422	0.0825284	0.0968105	0.0949545	0.0968061	0.108214	0.111295
PB2015.10121	0.41776	0.0443587	2.4332	2.42886	0.269159	2.75886	2.56751	2.39978	2.16026	2.35148	2.34276	0.0847529	0.0923265	0.0926954	0.106652	0.0916288	0.100045
PB2015.10122	0.445977	0.0472134	-1.46187	-1.48313	0.335365	-1.55326	-1.22478	-1.10285	-1.89336	-1.98488	-1.34278	0.552508	0.471632	0.41797	0.596337	0.607457	0.460627
PB2015.10123	0.0421759	0.00466436	5.78094	5.77995	-0.0209157	5.75671	5.78697	5.7714	5.7273	5.8468	5.80021	0.0212591	0.0215617	0.0203763	0.0185659	0.0221582	0.0180732
PB2015.10124	0.221843	0.0240563	3.73592	3.73446	0.153511	3.91409	3.78865	3.74679	3.74359	3.60663	3.61634	0.0186507	0.0195455	0.0191413	0.0195216	0.0196527	0.0209067
PB2015.10125	0.0466359	0.00515505	2.44764	2.44577	0.0128559	2.50971	2.40865	2.44118	2.50854	2.41357	2.40648	0.018453	0.0199431	0.0187454	0.0174646	0.0174815	0.0193506
PB2015.10126	0.723091	0.0743685	1.49126	1.49276	0.312774	1.79489	1.55392	1.61582	1.444	1.2565	1.29001	0.0316493	0.0372914	0.0319741	0.0368946	0.0379774	0.0396945
PB2015.10127	0.944029	0.0949343	-4.77152	-4.99628	0.482558	-14.5537	-4.18873	-14.3709	-14.2137	-14.3767	-13.799	10.7432	1.1511	10.2234	10.1005	9.82283	9.53902
PB2015.10128	0.499543	0.052586	-2.90736	-2.92646	0.368236	-2.49257	-2.48148	-3.35458	-3.37446	-2.99179	-3.32845	0.554406	0.52823	0.754529	0.807408	0.64935	0.769963
PB2015.10129	0.0955723	0.0105076	2.81558	2.81548	0.0757523	2.94652	2.83266	2.78197	2.85426	2.7733	2.70517	0.0134299	0.0157644	0.0149004	0.0141666	0.0144376	0.0159313
PB2015.1013	0.252403	0.0272797	-1.46188	-1.46608	-0.0728627	-1.4363	-1.45671	-1.64723	-1.37655	-1.97536	-1.05455	0.254948	0.262839	0.271317	0.239807	0.312305	0.205364
PB2015.10130	0.287293	0.0309339	1.75206	1.74935	0.203963	2.01945	1.76724	1.7788	1.65216	1.63977	1.63742	0.0881172	0.108353	0.0877239	0.101506	0.100591	0.1111
PB2015.10131	0.120459	0.0132075	3.0626	3.06057	0.0923965	3.16806	3.05473	3.10495	3.12346	3.01211	2.91768	0.034401	0.0351479	0.0325311	0.0327694	0.0337682	0.0366456
PB2015.10132	0.633048	0.0657163	-4.4837	-4.52039	-0.203652	-15.2323	-4.70137	-4.80589	-3.90843	-4.9161	-4.80687	10.6955	1.22401	1.18373	0.768343	1.23231	1.26528
PB2015.10133	0.779322	0.0796908	-4.02162	-4.04637	-0.487427	-4.5681	-4.57337	-14.9934	-14.7194	-3.3879	-15.0403	1.15041	1.2119	10.4281	10.1575	0.627543	10.15
PB2015.10134	0.08252	0.00908558	4.52321	4.52276	-0.0623831	4.53075	4.46046	4.48365	4.59669	4.52226	4.54082	0.0150576	0.0146803	0.0138227	0.0133382	0.0132789	0.013483
PB2015.10135	0.264746	0.0285756	-2.64946	-2.6508	0.0609437	-2.4823	-2.62771	-2.76475	-2.56925	-2.65058	-2.91774	0.411505	0.417384	0.424127	0.370335	0.366609	0.471165
PB2015.10136	0.121715	0.0133434	2.65125	2.65031	-0.073045	2.64926	2.56562	2.62248	2.73016	2.63795	2.69563	0.0361024	0.0363261	0.0336591	0.0317413	0.0329548	0.0326924
PB2015.10137	0.927303	0.0934093	4.753	4.75349	0.370865	5.08954	4.8551	4.91943	4.7026	4.41578	4.55963	0.00842414	0.00898924	0.00830813	0.00895496	0.0102708	0.0101494
PB2015.10138	0.0852877	0.00938745	3.68178	3.68179	-0.0611817	3.61932	3.70595	3.62994	3.68662	3.74438	3.71153	0.0286847	0.0261186	0.0255663	0.0248851	0.0233441	0.0249015
PB2015.10139	0.211428	0.0229528	0.0963942	0.0946071	-0.16233	-0.207349	0.250784	-0.0581408	0.0268904	0.31901	0.185907	0.161058	0.123232	0.140923	0.138641	0.110696	0.126343
PB2015.1014	0.549015	0.0574944	-2.98182	-2.98046	0.295533	-13.6849	-2.46073	-3.0263	-3.87151	-3.11102	-3.0192	9.48646	0.629668	0.767683	1.14885	0.781022	0.754538
PB2015.10140	0.105075	0.0115403	2.74318	2.74307	-0.0514432	2.59977	2.82549	2.72794	2.67058	2.89498	2.74416	0.0233486	0.0203048	0.0201976	0.0204533	0.0178338	0.0207867
PB2015.10141	2.58087	0.222857	1.42154	1.41811	0.593337	1.65485	1.75448	1.7885	1.20135	0.805217	1.26016	0.123398	0.113236	0.10362	0.14302	0.173878	0.139188
PB2015.10142	0.0328805	0.0036401	2.56081	2.56063	0.00747627	2.56504	2.55682	2.57052	2.53929	2.54426	2.58883	0.0279152	0.0279832	0.0280337	0.0258962	0.0251683	0.026535
PB2015.10143	0.312782	0.0335863	3.11665	3.11298	0.213257	3.33672	3.18202	3.15818	3.1503	2.80166	3.01655	0.081697	0.102529	0.0943181	0.1007	0.138387	0.103925
PB2015.10144	0.999443	0.0999498	-2.2479	-2.59415	0.631868	-11.1278	-10.5019	-1.56147	-10.8373	-11.5118	-11.0976	9.90657	9.67398	1.09209	10.1068	9.86635	10.5354
PB2015.10145	0.0842647	0.0092759	4.18956	4.18959	-0.0724843	4.11079	4.20036	4.14807	4.19801	4.29305	4.19293	0.0285071	0.0258798	0.0257591	0.0264468	0.0220186	0.0247311
PB2015.10146	0.504946	0.0531245	1.62019	1.62006	0.324887	1.96242	1.84739	1.588	1.65731	1.38345	1.28549	0.0641603	0.0681421	0.0699762	0.0692498	0.0773608	0.0831951
PB2015.10147	0.24729	0.0267419	1.8643	1.8647	0.189693	2.16643	2.08669	1.67333	1.97287	1.84122	1.45637	0.0489769	0.0492897	0.0563849	0.0466807	0.0519011	0.0663945
PB2015.10148	1.02097	0.101884	0.697779	0.696866	0.518511	1.13782	0.931438	0.871587	0.664304	0.540297	-0.0264293	0.117439	0.123318	0.129823	0.141904	0.138502	0.183989
PB2015.10149	0.214567	0.0232856	-0.478719	-0.483928	0.0652681	-0.476094	-0.418969	-0.45373	-0.329382	-0.420508	-0.912565	0.263372	0.266151	0.241146	0.23775	0.241796	0.3245
PB2015.1015	0.67934	0.0701846	-3.49517	-3.59884	0.479447	-3.0076	-3.9058	-3.15741	-4.11476	-4.11287	-14.0912	0.767988	1.10882	0.775567	1.23596	1.2179	10.3323
PB2015.10150	0.162575	0.0177434	2.02448	2.0258	0.113283	2.07506	2.24007	1.94224	1.84558	2.04365	2.00643	0.086308	0.0753823	0.0831432	0.0868674	0.0729781	0.0690114
PB2015.10151	0.671236	0.0694054	0.824989	0.824067	0.403232	1.27854	1.16004	0.692259	0.754321	0.425854	0.616292	0.108317	0.135462	0.147813	0.164996	0.171613	0.163396
PB2015.10152	0.264775	0.0285787	1.96546	1.96389	0.216484	2.36126	2.09017	1.81124	2.09026	1.87356	1.57193	0.0574871	0.0625534	0.0700424	0.0632769	0.0650285	0.078045
PB2015.10153	0.225617	0.0244555	2.38252	2.38283	0.176765	2.68558	2.46725	2.28339	2.53134	2.23558	2.09149	0.0238085	0.0262597	0.0269318	0.0239622	0.0273933	0.0304097
PB2015.10154	0.043129	0.00476926	5.54863	5.54912	-0.0332578	5.54891	5.53805	5.51193	5.54491	5.56133	5.58715	0.0103372	0.00986603	0.00941729	0.00880122	0.00855453	0.00920448
PB2015.10155	0.330731	0.0354453	1.58434	1.58066	0.182172	1.61841	1.69687	1.70956	1.55758	1.37616	1.52124	0.0661163	0.0634937	0.0623054	0.0701495	0.0721575	0.058074
PB2015.10156	0.251005	0.0271327	3.43543	3.43767	0.124258	3.49299	3.51028	3.50095	3.45832	3.33559	3.33529	0.0209114	0.0201452	0.020443	0.0203761	0.0211211	0.0217122
PB2015.10157	0.275263	0.0296771	2.67506	2.67042	-0.143167	2.63181	2.57322	2.59267	2.79426	2.67375	2.76288	0.0372741	0.0389147	0.0378649	0.0348295	0.0346119	0.0362169
PB2015.10158	0.154208	0.0168456	0.984447	0.97912	-0.0321549	1.07616	1.02706	0.745915	1.14621	1.0154	0.759544	0.151575	0.162879	0.201655	0.142242	0.152911	0.2305
PB2015.10159	0.691377	0.0713394	-0.438487	-0.610736	0.526226	-11.4197	-0.596377	0.0712351	-9.73347	-0.978073	-10.7012	10.5393	0.635062	0.408817	9.61256	0.959122	9.61364
PB2015.1016	0.159247	0.0173864	4.9658	4.96296	-0.131689	4.94258	4.96244	4.7997	5.10462	5.05349	4.93865	0.00805725	0.0083007	0.00790512	0.00704671	0.00680754	0.00774375
PB2015.10160	0.0297782	0.00329778	4.49149	4.49093	-0.0109712	4.49037	4.48148	4.48641	4.53887	4.48297	4.46818	0.0115369	0.0114374	0.0103227	0.0104825	0.0103631	0.0112788
PB2015.10161	0.309799	0.0332767	-1.20066	-1.20588	0.23936	-1.01683	-0.856352	-1.37414	-1.5831	-1.32307	-1.13893	0.159399	0.146023	0.174308	0.190779	0.165977	0.154306
PB2015.10162	0.0591428	0.00652852	3.07694	3.07571	0.037467	3.09008	3.15499	3.0442	3.03391	3.12017	3.02041	0.0324645	0.0295129	0.0278785	0.0285826	0.0260405	0.0303181
PB2015.10163	0.113991	0.0125072	2.02887	2.02785	0.0664936	2.16981	1.97114	2.05357	2.13483	1.88153	1.96197	0.0673746	0.0709665	0.0592638	0.0605273	0.0669988	0.0690641
PB2015.10164	1.78472	0.165486	4.10561	4.10999	0.263851	4.25619	4.22599	4.25142	4.03063	3.92727	3.97327	0.0161963	0.0164332	0.0149357	0.016307	0.0172147	0.0175007
PB2015.10165	1.08794	0.107846	3.49085	3.49151	0.292761	3.68474	3.59073	3.65137	3.42352	3.23252	3.36586	0.0343126	0.0354952	0.0311488	0.0349164	0.038974	0.0388029
PB2015.10166	0.0431629	0.00477299	4.9277	4.92626	-0.00260993	4.98225	4.93553	4.86225	4.9855	4.90679	4.8983	0.0186739	0.0200237	0.0189235	0.0174278	0.0171159	0.0183177
PB2015.10167	0.904387	0.0913118	1.31352	1.31317	0.330132	1.62148	1.44983	1.38917	1.17548	1.05296	1.20482	0.0586022	0.0609771	0.0531884	0.0623728	0.0595521	0.0688981
PB2015.10168	3.42029	0.275379	1.81496	1.81676	0.502416	2.15445	2.06235	2.01585	1.65905	1.42187	1.57444	0.0599608	0.0574936	0.0570368	0.0704519	0.0753004	0.0728633
PB2015.10169	0.082998	0.00913773	0.925348	0.925717	0.017614	0.849978	0.964973	0.984803	0.802096	0.909876	1.03483	0.0653942	0.060597	0.0592759	0.0671206	0.0593417	0.0576457
PB2015.1017	0.32451	0.0348018	-1.8003	-1.80155	-0.0221459	-1.50155	-1.67998	-2.57067	-1.98236	-1.44183	-2.17805	0.398525	0.433501	0.615229	0.490007	0.340625	0.536372
PB2015.10170	0.0629625	0.00694723	2.45548	2.457	-0.00266831	2.51654	2.45419	2.39819	2.45674	2.50605	2.39777	0.0557759	0.057052	0.0554487	0.0546355	0.0506003	0.0571014
PB2015.10171	1.59219	0.150318	-2.30394	-2.40007	0.960766	-1.14405	-2.17719	-2.29969	-4.16951	-2.61448	-3.2827	0.279097	0.464228	0.461485	1.17268	0.515315	0.772411
PB2015.10172	3.89702	0.302164	4.33124	4.33085	0.212691	4.44132	4.43708	4.43539	4.25168	4.21049	4.20961	0.0161705	0.015526	0.0154092	0.0167691	0.0170305	0.0168977
PB2015.10173	0.438589	0.0464676	2.49498	2.49201	0.272074	2.79182	2.54027	2.5939	2.54562	2.18931	2.2968	0.0351494	0.0370749	0.0352412	0.0368825	0.046237	0.0413537
PB2015.10174	0.861366	0.0873475	2.30196	2.29968	0.337375	2.60195	2.37324	2.45254	2.23188	2.03046	2.11032	0.0591239	0.063935	0.0583295	0.0686615	0.0686224	0.0685735
PB2015.10175	0.221136	0.0239814	0.742087	0.741683	0.157583	1.09754	0.562133	0.795319	0.713893	0.803393	0.424463	0.135671	0.171488	0.147252	0.152021	0.139414	0.178905
PB2015.10176	0.0375212	0.00415171	3.43505	3.43559	0.0253947	3.47142	3.4641	3.41087	3.40722	3.42898	3.43056	0.016781	0.0170817	0.016211	0.0163685	0.0159578	0.0166457
PB2015.10177	0.134192	0.0146911	-0.692844	-0.693628	0.0793543	-0.778372	-0.581474	-0.598794	-0.675001	-0.868192	-0.661953	0.129342	0.113949	0.107865	0.116636	0.119682	0.117167
PB2015.10178	1.56027	0.147749	3.31239	3.31264	0.401213	3.62609	3.45959	3.49104	3.23249	3.00501	3.07321	0.0233621	0.02717	0.0244593	0.0272587	0.0293501	0.0302571
PB2015.10179	0.50232	0.0528629	-4.12362	-4.12579	-0.0285053	-14.5366	-4.06356	-4.20608	-3.67119	-4.24082	-5.05977	9.57104	0.776685	0.744808	0.613362	0.792911	1.17585
PB2015.1018	0.0830762	0.00914626	0.657127	0.655218	-0.0206011	0.543128	0.657217	0.721984	0.622041	0.647402	0.728767	0.113472	0.101205	0.089074	0.0974813	0.0875256	0.090381
PB2015.10180	0.0371897	0.00411519	2.78133	2.78138	0.0282732	2.79134	2.78611	2.80832	2.76361	2.76412	2.77504	0.0225471	0.0215741	0.0203185	0.0220217	0.0197547	0.0211523
PB2015.10181	0.521654	0.0547861	2.56361	2.56419	-0.134056	2.46957	2.52735	2.49608	2.63217	2.64647	2.61395	0.0265456	0.026547	0.0264168	0.0240812	0.022313	0.0241636
PB2015.10182	0.0579308	0.00639559	2.36875	2.36837	-0.0026849	2.36152	2.32925	2.41279	2.29595	2.34696	2.46468	0.0281506	0.0295493	0.025674	0.0264848	0.0253383	0.0255668
PB2015.10183	0.0820658	0.00903603	4.14593	4.14207	0.0318459	4.2205	4.22533	4.03721	4.1947	4.18593	4.0177	0.01738	0.0165201	0.0160125	0.0159225	0.0155728	0.0171661
PB2015.10184	0.562613	0.0588347	-0.0407554	-0.0938506	-0.0263238	0.690102	0.369201	-2.63759	-0.0127806	-0.405764	0.128623	0.165095	0.178238	0.835096	0.317274	0.411365	0.20019
PB2015.10185	0.321522	0.0344924	-1.07988	-1.09078	-0.0817984	-1.24209	-1.89201	-0.631913	-0.635984	-1.00452	-1.59471	0.330431	0.479524	0.196386	0.251325	0.299054	0.380627
PB2015.10186	0.2229	0.0241681	5.68956	5.68803	-0.0968523	5.66937	5.65118	5.60261	5.71516	5.76232	5.73362	0.0126908	0.0126614	0.0124698	0.0122529	0.011092	0.0121486
PB2015.10187	0.901578	0.091054	-8.6915	-8.67461	0.0208275	-14.4272	-14.8155	-14.6238	-14.5224	-14.5791	-14.514	9.89917	10.3247	10.1591	9.96257	9.84334	10.2961
PB2015.10188	0.337764	0.0361719	-2.37363	-2.37947	-0.0911209	-2.86404	-2.07437	-2.51873	-2.83118	-2.66224	-1.64794	0.39515	0.256736	0.31288	0.366663	0.317908	0.195726
PB2015.10189	0.281273	0.0303054	-2.21201	-2.22558	-0.191903	-3.03281	-2.06746	-2.19419	-2.30267	-2.20847	-1.88691	0.514599	0.32513	0.322283	0.346914	0.327031	0.286253
PB2015.1019	0.0912831	0.0100407	1.07246	1.07186	-0.0419328	0.936891	1.15469	1.05348	1.02514	1.15473	1.10032	0.079052	0.0686747	0.0681653	0.0692426	0.0618178	0.0704164
PB2015.10190	0.339503	0.0363513	-0.436304	-0.434965	0.134428	0.0488273	-0.804539	-0.479605	-0.353904	-0.915657	-0.338162	0.329632	0.489378	0.401781	0.328627	0.42402	0.3709
PB2015.10191	0.403826	0.0429427	-1.92649	-1.9468	-0.234404	-3.18953	-1.58802	-2.20998	-1.71391	-2.30256	-1.56035	0.804193	0.35596	0.478733	0.345583	0.47965	0.331096
PB2015.10192	0.941373	0.0946924	-8.45108	-8.43835	0.000788346	-14.4829	-13.5336	-14.5685	-14.4017	-14.1809	-14.4142	10.6836	9.11299	10.5232	10.3965	9.75447	10.2125
PB2015.10193	0.460471	0.0486731	-3.2501	-3.27355	0.339562	-2.68194	-3.26808	-3.41887	-3.8482	-3.45486	-3.33726	0.463852	0.630486	0.639286	0.785075	0.629492	0.623063
PB2015.10194	0.974571	0.0977055	-6.04913	-6.0278	0.158052	-6.83013	-7.58429	-8.38806	-14.5603	-13.1083	-6.32729	7.79656	7.77842	8.62218	10.5705	8.87077	7.60295
PB2015.10195	0.461007	0.0487271	-2.47858	-2.5092	-0.32286	-3.73348	-2.16447	-2.9772	-2.63544	-2.08082	-2.31046	0.799685	0.35218	0.503726	0.417829	0.305549	0.366413
PB2015.10196	0.465498	0.0491784	-3.73424	-3.74066	-0.0323465	-4.71303	-3.31228	-3.91668	-3.68054	-3.36291	-4.79429	1.14432	0.613673	0.763409	0.646359	0.574798	1.12481
PB2015.10197	0.941933	0.0947434	-4.10878	-4.3897	-0.573703	-12.8383	-13.5434	-12.8649	-13.8525	-3.39331	-13.036	9.48213	9.93442	9.78958	10.3506	1.24035	10.0821
PB2015.10198	0.531606	0.055773	-3.32403	-3.3304	-0.0945416	-14.4262	-3.16194	-3.68329	-14.786	-3.29664	-3.19998	10.1672	0.624646	0.794325	10.36	0.610784	0.60977
PB2015.10199	0.717733	0.0738581	-4.19492	-4.20467	-0.0222873	-3.99983	-14.4529	-14.8186	-4.1117	-10.1642	-9.48381	0.903104	9.37407	9.88181	0.898851	10.1479	9.49441
PB2015.102	0.143551	0.0156997	2.67799	2.67604	-0.0998998	2.58825	2.68615	2.59727	2.67353	2.7469	2.76327	0.0548581	0.0498103	0.0498451	0.0488653	0.0446736	0.0467055
PB2015.1020	0.0692309	0.0076336	5.85667	5.85705	0.0473751	5.89068	5.85735	5.89638	5.86671	5.78512	5.84616	0.00823348	0.00855641	0.00785453	0.00817015	0.00788827	0.00799355
PB2015.10200	1.02865	0.102571	-6.67263	-6.67272	-0.423616	-8.9604	-9.54828	-9.94303	-9.31827	-4.86001	-5.79695	4.81572	5.2384	5.21005	5.06314	3.91876	4.41487
PB2015.10201	0.362437	0.0387118	-3.78853	-3.79853	-0.0867776	-4.11385	-3.7126	-3.8179	-5.21217	-3.33651	-3.79625	0.751322	0.633066	0.597922	1.21271	0.453418	0.626959
PB2015.10202	0.457346	0.0483588	-3.17496	-3.215	0.243008	-3.16347	-3.72244	-2.59613	-3.85359	-4.86167	-2.75092	0.614356	0.78832	0.443539	0.797181	1.23983	0.445152
PB2015.10203	0.608943	0.0633726	-4.00594	-4.0365	0.355958	-15.4637	-3.52165	-4.05618	-4.03611	-14.691	-4.95396	10.4583	0.629924	0.769709	0.77493	9.68227	1.19539
PB2015.10204	0.254182	0.0274667	-1.69999	-1.70562	-0.0818162	-1.36289	-1.77549	-2.36471	-1.78629	-1.58119	-1.59666	0.253676	0.311015	0.408312	0.283783	0.258235	0.279483
PB2015.10205	0.97208	0.0974801	-7.60016	-7.55529	0.00676756	-12.6244	-12.4062	-13.6675	-12.7519	-12.0713	-12.2331	9.36247	10.4076	10.2992	10.2606	9.68934	9.97099
PB2015.10206	1.16238	0.114381	3.88349	3.88449	-0.475312	3.59591	3.7971	3.4833	3.9338	4.28731	4.1896	0.123024	0.106763	0.138719	0.0988107	0.0746815	0.0809938
PB2015.10207	0.598275	0.0623315	-3.84225	-3.8495	-0.0107965	-4.5573	-4.69705	-3.32927	-3.4019	-14.5103	-4.69186	1.26196	1.22894	0.611944	0.652246	9.38383	1.18616
PB2015.10208	0.0515591	0.00569616	5.96964	5.96746	-0.0369042	5.97753	5.97184	5.90555	5.99985	6.02631	5.93847	0.0143905	0.0142433	0.0139517	0.0133713	0.0131394	0.0147467
PB2015.10209	0.20814	0.0226039	6.45297	6.45364	0.112002	6.53803	6.5315	6.47135	6.44337	6.39002	6.35097	0.00676987	0.00667641	0.00645655	0.00666502	0.00638785	0.00699149
PB2015.1021	0.207022	0.0224852	0.411644	0.40725	-0.163033	0.168209	0.300654	0.482937	0.525016	0.443334	0.507348	0.106072	0.101071	0.0847511	0.0876694	0.0874892	0.086356
PB2015.10210	0.260153	0.0280938	2.07447	2.07886	0.19364	2.15955	2.20344	2.17662	2.11105	1.86913	1.95249	0.0942993	0.0839549	0.0716606	0.0759819	0.0803244	0.0822605
PB2015.10211	0.170378	0.0185791	1.28117	1.28176	0.131518	1.30735	1.24545	1.48158	1.39912	1.07309	1.14393	0.138568	0.142618	0.106888	0.108828	0.125938	0.132719
PB2015.10212	0.712891	0.0733963	-1.03801	-1.03956	0.409234	-0.917715	-0.978496	-0.584381	-1.15176	-1.15046	-1.52189	0.1597	0.165693	0.1245	0.16503	0.16086	0.19735
PB2015.10213	0.145219	0.0158792	-0.682717	-0.684949	-0.0636151	-0.846226	-0.787285	-0.552488	-0.602655	-0.548277	-0.815043	0.177837	0.173961	0.143952	0.146952	0.142537	0.173135
PB2015.10214	1.26356	0.123111	-0.71845	-0.733247	0.558214	-0.464321	-0.570852	-0.268943	-0.999772	-0.826049	-1.39069	0.176975	0.183246	0.150212	0.221008	0.193777	0.272043
PB2015.10215	0.203129	0.0220718	-0.478104	-0.479222	-0.048161	-0.495167	-0.446387	-0.577444	-0.887385	-0.330032	-0.251329	0.229561	0.218648	0.214929	0.265946	0.187296	0.193324
PB2015.10216	0.307373	0.0330247	-2.27176	-2.27954	0.226916	-2.12493	-2.26847	-2.08312	-2.23201	-2.28485	-2.84287	0.291691	0.292664	0.262061	0.276933	0.271528	0.389529
PB2015.10217	0.266089	0.0287164	-1.93336	-1.93583	0.0910214	-2.29451	-2.08346	-1.45046	-2.01857	-2.17405	-1.81315	0.355517	0.317	0.21715	0.294855	0.316099	0.262138
PB2015.10218	0.240268	0.0260022	-1.86755	-1.87258	0.155502	-1.77373	-1.83862	-1.75831	-2.29003	-1.6905	-1.98395	0.229077	0.236388	0.211648	0.278672	0.204826	0.244813
PB2015.10219	0.237344	0.0256939	-1.08571	-1.08632	0.165982	-1.16078	-1.10843	-0.769933	-1.10889	-1.21321	-1.20891	0.207066	0.189369	0.155833	0.181708	0.191683	0.196663
PB2015.1022	0.157738	0.0172246	3.02224	3.0217	-0.112223	2.91085	3.03113	2.95044	3.03087	3.17331	3.03664	0.0323794	0.0321732	0.0305543	0.0314947	0.0270159	0.0297881
PB2015.10220	0.151608	0.0165662	-1.17335	-1.17436	0.0691574	-1.24059	-1.01263	-1.16272	-1.03526	-1.26795	-1.37021	0.182391	0.163344	0.165699	0.152501	0.167387	0.189398
PB2015.10221	0.639796	0.0663702	3.71473	3.71105	0.312184	4.09988	3.83524	3.70557	3.60012	3.5501	3.49662	0.0314693	0.0371118	0.0350896	0.0373271	0.0378128	0.0380748
PB2015.10222	0.181697	0.0197891	-0.341081	-0.345889	0.0432674	-0.695313	-0.205938	-0.101471	-0.531392	-0.405924	-0.197764	0.193391	0.16085	0.144103	0.178535	0.160834	0.145976
PB2015.10223	0.182747	0.0199012	-1.26453	-1.27056	-0.119754	-1.19661	-1.40056	-1.41936	-1.35249	-1.01594	-1.27863	0.209126	0.224584	0.219398	0.202925	0.174381	0.209696
PB2015.10224	0.930125	0.093667	-3.4922	-3.66305	0.59497	-2.4734	-4.1616	-4.32523	-13.673	-4.31595	-13.9947	0.54625	1.17101	1.27875	9.4725	1.18326	9.67527
PB2015.10225	0.286317	0.0308321	-2.12997	-2.14285	-0.0938791	-1.7138	-2.53524	-2.46383	-2.43697	-1.92484	-1.9619	0.230308	0.324683	0.295344	0.307841	0.228206	0.236881
