#prior_probability=0.1																	
feature_id	bayes_factor	posterior_probability	alpha0	alpha1	eta1_0	mu_TH1_MCF7.gene	mu_TH2_MCF7.gene	mu_TH3_MCF7.gene	mu_TD1_MCF7.gene	mu_TD2_MCF7.gene	mu_TD3_MCF7.gene		sd_TH1_MCF7.gene	sd_TH2_MCF7.gene	sd_TD1_MCF7.gene	sd_TD2_MCF7.gene	sd_TD3_MCF7.gene
PB2015.16311	4.50091	0.333378	2.00421	2.00446	0.645832	2.51459	2.18851	2.34353	1.7503	1.52244	1.70707	0.0290494	0.0350126	0.0306753	0.0403905	0.043529	0.0421015
PB2015.16312	5.16747	0.364742	3.06536	3.0741	0.77266	3.71399	3.37923	3.37611	2.80341	2.4908	2.67898	0.032217	0.0371054	0.0364643	0.0465781	0.0509571	0.0483782
PB2015.16313	1.39516	0.134212	1.4624	1.46087	0.549071	1.98108	1.45451	1.83879	1.32155	1.00642	1.15133	0.0543546	0.0698978	0.0525622	0.0731768	0.079889	0.0767754
PB2015.16314	0.179678	0.0195735	3.39135	3.3922	0.0915751	3.46789	3.3932	3.45462	3.32379	3.34185	3.37385	0.0245137	0.0252946	0.0237799	0.0244658	0.023391	0.0241449
PB2015.16315	0.271156	0.0292472	-1.07853	-1.08259	0.223372	-0.952099	-1.02648	-0.923947	-1.16447	-1.15938	-1.29039	0.175209	0.179861	0.156209	0.184082	0.176807	0.198186
PB2015.16316	1.68458	0.157665	0.733274	0.725043	0.574681	1.28061	0.837553	1.01399	0.497633	0.143112	0.561393	0.0941962	0.112335	0.102608	0.137162	0.157146	0.129059
PB2015.16317	6.48128	0.418653	0.704797	0.701322	0.76981	1.32906	0.999453	1.00059	0.225048	0.342182	0.316629	0.0869936	0.0916997	0.0958603	0.127346	0.114039	0.121216
PB2015.16318	3.30818	0.268779	-0.721741	-0.791521	0.959717	0.0254345	-0.562189	-0.234886	-1.42243	-1.68081	-1.14062	0.255177	0.300631	0.256138	0.487865	0.577957	0.376252
PB2015.16319	1.87237	0.172214	5.70168	5.70315	0.377596	5.98115	5.80974	5.91852	5.55959	5.41789	5.53956	0.00736848	0.00773927	0.00722004	0.00846603	0.00885627	0.00863996
PB2015.1632	1.05573	0.104988	-3.32503	-3.67421	0.765943	-13.5898	-2.73077	-3.66533	-13.6222	-13.493	-13.5621	9.97055	0.762295	1.16207	10.039	9.74112	9.52195
PB2015.16320	1.14637	0.112983	2.92332	2.92429	0.390435	3.28132	3.00292	3.09633	2.77709	2.63284	2.76127	0.0199275	0.023445	0.0219395	0.025895	0.0271977	0.0261805
PB2015.16321	0.99849	0.0998641	-7.56065	-7.6435	-0.0160665	-12.9637	-12.6832	-13.334	-12.9947	-13.4736	-13.0525	10.3828	9.83653	10.9477	10.3965	10.4679	9.96683
PB2015.16322	0.850608	0.0863508	-0.485669	-0.500651	0.581532	0.456721	0.0732533	-1.00126	-0.813863	-0.561072	-1.28905	0.182487	0.201849	0.271951	0.294468	0.256005	0.365463
PB2015.16323	2.14956	0.192793	-1.83596	-1.87514	0.861089	-0.977575	-1.67602	-1.60503	-2.26478	-2.37028	-2.61785	0.230888	0.381379	0.29603	0.40667	0.425073	0.513755
PB2015.16324	1.51874	0.144384	-0.635565	-0.639902	0.714515	0.135402	-0.659483	-0.194939	-0.720218	-1.43096	-1.04767	0.109544	0.161808	0.11852	0.159694	0.213423	0.194829
PB2015.16325	0.387447	0.0412729	3.10168	3.1018	0.161731	3.26306	3.14052	3.15084	3.03245	3.00116	3.02509	0.0248641	0.02705	0.025134	0.026212	0.0255691	0.0275107
PB2015.16326	2.14062	0.192146	3.29663	3.30377	0.62679	3.91354	3.43494	3.58218	3.13755	2.82065	2.94776	0.0359604	0.0467661	0.039439	0.0492392	0.05514	0.0566267
PB2015.16327	0.960367	0.0964189	2.99721	2.99361	0.271636	3.19307	3.10413	3.10538	2.90805	2.77195	2.88979	0.0366385	0.0299531	0.0281944	0.0342688	0.0320811	0.0330165
PB2015.16328	0.655642	0.0679025	2.95995	2.95845	0.301468	3.27864	3.02081	3.0587	2.85474	2.71319	2.84267	0.0360851	0.0408275	0.0376728	0.0424645	0.0420584	0.0423287
PB2015.16329	1.65738	0.155515	2.95733	2.95897	0.489536	3.36617	3.08015	3.2123	2.77467	2.54085	2.78953	0.0259222	0.031059	0.0258399	0.0329969	0.0344274	0.033312
PB2015.1633	0.0951495	0.0104616	0.993913	0.994626	-0.0761927	0.990304	0.931394	0.943457	0.980862	1.01444	1.09863	0.0594231	0.0590246	0.0564243	0.0571937	0.0524544	0.0532612
PB2015.16330	0.201096	0.0218557	1.1263	1.12616	0.144417	1.10479	1.25428	1.23905	0.987916	1.09305	1.06881	0.0840807	0.0773604	0.076414	0.0829771	0.0787908	0.0889416
PB2015.16331	0.772859	0.0790821	2.74225	2.74501	0.259848	2.9373	2.82065	2.87529	2.67491	2.53218	2.63113	0.0373373	0.0388708	0.0655354	0.0335657	0.0335461	0.0345289
PB2015.16332	0.910139	0.0918392	1.8577	1.86516	0.483667	2.21955	2.24292	1.77352	1.46802	1.73239	1.54947	0.163702	0.149087	0.339213	0.27007	0.174123	0.248437
PB2015.16333	0.125539	0.0137569	2.07808	2.08269	0.102335	2.10106	2.03846	2.25871	2.02519	1.99789	2.06993	0.0609504	0.0657523	0.0577845	0.036313	0.0329797	0.0356789
PB2015.16334	0.117101	0.0128441	0.0350148	0.0333205	0.0345954	0.103858	0.0268047	0.00903697	0.0523786	0.0595854	-0.0654607	0.115139	0.159264	0.12931	0.116132	0.124714	0.130896
PB2015.16335	0.997496	0.0997746	-3.58548	-3.8933	-0.629991	-14.2899	-14.1979	-13.3721	-3.05701	-13.6717	-14.3371	10.6154	10.6065	9.41194	0.76253	9.58452	10.0205
PB2015.16336	0.163751	0.0178695	8.76226	8.75612	-0.12187	8.78375	8.72877	8.58632	8.95502	8.77798	8.74938	0.00277403	0.0026921	0.00274014	0.00240612	0.00238229	0.00251582
PB2015.16337	0.372868	0.0397817	5.99629	5.98461	-0.239959	6.15573	5.80279	5.63866	6.8073	5.89286	5.76109	0.0318878	0.00968294	0.0102361	0.0310516	0.0138445	0.0219806
PB2015.16338	0.348842	0.0373139	1.55403	1.54609	0.0135105	1.98104	1.0503	1.4219	1.45912	1.95059	0.998488	0.379409	0.596576	0.471167	0.418611	0.388978	0.613127
PB2015.16339	0.190741	0.0207537	7.91652	7.91398	-0.148279	7.70348	7.92661	7.90189	7.92377	8.06001	7.99992	0.00788578	0.00607813	0.00581102	0.00591849	0.00509861	0.00525517
PB2015.1634	0.0621015	0.00685288	3.03545	3.03465	0.0369693	3.02423	3.04502	3.09224	3.07986	2.92917	3.04104	0.0342464	0.0347041	0.0308438	0.0310629	0.0326244	0.0339428
PB2015.16340	0.101723	0.0111762	9.71124	9.71078	-0.0713364	9.64993	9.72541	9.65476	9.75592	9.7866	9.70151	0.00133866	0.00128809	0.0012413	0.00120983	0.00112884	0.00118777
PB2015.16341	0.107816	0.0118377	6.17913	6.17705	-0.0605779	6.30775	6.13326	6.0086	6.26993	6.27825	6.09301	0.00705889	0.00787695	0.00773628	0.00661762	0.00635672	0.00746615
PB2015.16342	0.134365	0.0147098	10.0467	10.0441	-0.095488	9.95728	10.0644	9.97251	10.0506	10.1467	10.0907	0.00190847	0.00182508	0.00182646	0.00181696	0.00162529	0.0018824
PB2015.16343	0.273747	0.0295185	7.99348	7.99552	-0.120019	7.89788	7.91512	7.99404	8.0808	8.05747	8.03508	0.00732909	0.00751477	0.0064798	0.00617806	0.00629822	0.00666806
PB2015.16344	0.0863032	0.00949816	9.32436	9.32293	-0.0644216	9.22741	9.37689	9.27353	9.28368	9.43724	9.35733	0.00199884	0.00120586	0.00121076	0.0028967	0.00108931	0.00131546
PB2015.16345	0.0933097	0.0102614	6.56502	6.56371	-0.0240251	6.67512	6.54736	6.43538	6.58897	6.66913	6.4819	0.00577782	0.00612153	0.00592813	0.00562076	0.00527549	0.00590217
PB2015.16346	0.0978133	0.0107513	8.45403	8.45216	-0.0830931	8.4112	8.4953	8.33326	8.45316	8.56005	8.47473	0.00242779	0.00155585	0.00211634	0.00203024	0.00190049	0.00217213
PB2015.16347	0.0767777	0.0084587	7.35051	7.35125	-0.0542663	7.3858	7.33881	7.24553	7.40209	7.43933	7.30131	0.00369173	0.00388844	0.00379219	0.00369569	0.00345708	0.00385262
PB2015.16348	6.64007	0.424555	1.3744	1.37495	0.717339	1.87241	1.64122	1.74357	1.07664	0.836539	1.08133	0.0651204	0.0720441	0.0651547	0.093206	0.102893	0.0967792
PB2015.16349	0.680176	0.0702648	5.50753	5.50793	0.327564	5.84538	5.57689	5.62786	5.46911	5.26288	5.2866	0.0111651	0.0133443	0.0115917	0.0134033	0.0138601	0.0140555
PB2015.1635	0.588225	0.0613487	1.24485	1.24248	-0.197366	1.10092	1.18092	1.14234	1.34772	1.3112	1.36812	0.0609067	0.0606116	0.0584125	0.0515942	0.0526894	0.0545803
PB2015.16350	0.562207	0.0587947	2.76193	2.76156	0.350987	3.1666	2.81327	2.88046	2.74161	2.37885	2.61103	0.0252525	0.0294464	0.0263035	0.030153	0.0348044	0.0315062
PB2015.16351	0.147176	0.0160898	2.10632	2.10362	0.105777	2.37829	2.05531	2.04669	2.10577	2.07938	1.97114	0.0613541	0.0651809	0.0742497	0.0502567	0.0675161	0.0594266
PB2015.16352	0.180897	0.0197037	3.27414	3.2755	0.129069	3.43004	3.3196	3.27002	3.27147	3.19184	3.16999	0.0238723	0.0244111	0.0237281	0.0242671	0.0231156	0.0253231
PB2015.16353	0.859311	0.0871573	-8.21215	-8.23903	0.011753	-13.5488	-13.6339	-13.9139	-13.9242	-13.9555	-14.1065	9.81849	9.4961	10.6759	9.97242	10.3034	10.419
PB2015.16354	0.174308	0.0189996	-0.326453	-0.326748	-0.0818617	-0.245114	-0.319119	-0.571235	-0.150525	-0.261775	-0.462172	0.166838	0.181401	0.192636	0.157658	0.159387	0.191463
PB2015.16355	0.216781	0.0235202	4.50571	4.50517	0.123716	4.63479	4.52232	4.55288	4.48405	4.3873	4.44957	0.0161173	0.0173546	0.0158786	0.0175446	0.0172659	0.0172949
PB2015.16356	0.0844164	0.00929244	2.28525	2.28443	0.00516901	2.40063	2.27329	2.18766	2.376	2.28963	2.17669	0.0414017	0.0406745	0.0426815	0.0379761	0.0389133	0.0433595
PB2015.16357	0.0562695	0.00621332	3.68182	3.68202	0.0363154	3.67626	3.69404	3.73061	3.68147	3.71026	3.60288	0.0231171	0.0238222	0.0200427	0.0206465	0.0203407	0.0184172
PB2015.16358	0.118926	0.0130417	2.4341	2.43519	-0.0797407	2.43429	2.40189	2.34751	2.49081	2.51973	2.41554	0.0409611	0.0388251	0.0400021	0.0360363	0.0341525	0.0383249
PB2015.16359	0.976867	0.0979132	-5.39966	-5.56681	0.432554	-14.6349	-14.3299	-4.80717	-15.3299	-14.8394	-14.477	9.60435	9.64237	1.26376	10.3545	10.4315	9.83496
PB2015.1636	0.111024	0.0121857	2.79021	2.79033	0.0597601	2.93691	2.83144	2.70159	2.89962	2.66536	2.70636	0.0345358	0.0353139	0.033179	0.0322801	0.0343584	0.036821
PB2015.16360	0.0304036	0.0033668	3.1581	3.15812	-0.00737874	3.11137	3.17466	3.17747	3.16053	3.13714	3.18941	0.0264957	0.0248545	0.0264432	0.0253401	0.0241935	0.0239672
PB2015.16361	0.208263	0.0226169	1.55464	1.55425	0.154655	1.61844	1.59112	1.68647	1.52554	1.40379	1.48868	0.0873292	0.0917869	0.0808078	0.0874226	0.0926778	0.0948391
PB2015.16362	0.107561	0.0118101	4.18809	4.1885	0.0611673	4.2532	4.1886	4.21815	4.15593	4.13872	4.17882	0.01321	0.012885	0.0126579	0.0129922	0.0118683	0.0126518
PB2015.16363	0.121944	0.0133682	2.06333	2.06036	0.0160827	2.13653	2.18781	1.89986	2.17922	2.12983	1.85245	0.0510335	0.0520489	0.0527896	0.0487724	0.0468662	0.0573775
PB2015.16364	0.0382284	0.00422964	2.02108	2.02145	0.0175644	2.07626	2.01529	2.00125	2.02017	2.02994	1.98574	0.0336455	0.0339902	0.0332396	0.0331519	0.0319757	0.0343842
PB2015.16365	0.401135	0.0426688	2.07863	2.07923	0.220306	2.25996	2.09783	2.21748	1.93711	1.89517	2.0694	0.0561932	0.0603411	0.0534375	0.0628952	0.0618969	0.0611974
PB2015.16366	0.0542549	0.0059922	2.64963	2.64859	-0.0114749	2.57862	2.70526	2.64468	2.59767	2.71579	2.65409	0.0294163	0.0279741	0.0260366	0.0261451	0.0240014	0.0264741
PB2015.16367	0.417443	0.0443266	3.17203	3.16998	-0.109799	3.1374	3.09927	3.11	3.21136	3.24053	3.22085	0.0236581	0.0232772	0.0224826	0.0219035	0.0203173	0.0207131
PB2015.16368	0.0480199	0.00530722	2.27875	2.27838	-0.0243028	2.27207	2.30267	2.22658	2.26777	2.30463	2.30061	0.0389923	0.0367134	0.0351882	0.0345248	0.0338178	0.0352749
PB2015.16369	0.058171	0.00642194	3.16858	3.16684	-0.0443457	3.17152	3.0933	3.16813	3.21715	3.1306	3.22156	0.0204459	0.0216576	0.019487	0.0196955	0.0196902	0.0201141
PB2015.1637	0.343918	0.0368066	-2.42002	-2.42195	0.225348	-2.47957	-2.54135	-2.01505	-2.27008	-2.70308	-2.86501	0.461567	0.482798	0.340255	0.388837	0.476945	0.522401
PB2015.16370	0.78526	0.0802492	-2.32744	-2.35488	0.582021	-2.0214	-3.69867	-1.40917	-2.94043	-2.53167	-2.94381	0.520121	1.14061	0.37787	0.780586	0.593715	0.779718
PB2015.16371	0.049018	0.00541695	8.10391	8.10414	-0.0349568	8.04021	8.12799	8.09157	8.1121	8.16334	8.09183	0.00433225	0.00418301	0.0040365	0.00389974	0.00372956	0.00394135
PB2015.16372	0.216648	0.0235061	0.442745	0.439728	-0.169195	0.419141	0.313448	0.318463	0.545335	0.537083	0.493017	0.110881	0.123606	0.108976	0.103041	0.0912343	0.0993031
PB2015.16373	0.13481	0.0147579	3.44776	3.44496	-0.0833853	3.4044	3.45062	3.362	3.46326	3.53124	3.47454	0.0295838	0.027823	0.0265658	0.0258936	0.0244132	0.0267392
PB2015.16374	0.314172	0.0337305	-1.89066	-1.89413	-0.0786916	-1.5845	-2.32923	-2.05374	-1.43393	-2.13882	-2.12792	0.328794	0.453517	0.399958	0.27904	0.39223	0.415389
PB2015.16375	1.51783	0.14431	1.9694	1.97451	-0.244584	1.81726	1.90525	1.82132	2.09787	2.08866	2.10836	0.0454653	0.0447812	0.0421372	0.0360592	0.0372698	0.0377078
PB2015.16376	0.144559	0.0158082	2.31729	2.31749	-0.0954673	2.2261	2.45945	2.07804	2.44062	2.37574	2.29157	0.104643	0.0684363	0.1049	0.0862659	0.0747542	0.0864705
PB2015.16377	0.369266	0.0394125	1.24574	1.21918	-0.310685	1.14093	0.227436	1.40967	1.04376	1.47736	1.55899	0.363577	0.47408	0.233343	0.39134	0.222668	0.195885
PB2015.16378	0.233588	0.0252976	1.91814	1.91734	0.13801	2.00028	2.03314	1.93029	1.77953	1.88549	1.86978	0.0591642	0.0560886	0.0544184	0.0600949	0.0546536	0.0580208
PB2015.16379	0.0700974	0.00772841	1.11492	1.1151	-0.0411144	1.05136	1.04493	1.18414	1.08868	1.12142	1.19113	0.0586015	0.0579008	0.0527233	0.0524186	0.0496305	0.0505101
PB2015.1638	0.0672189	0.0074134	1.66209	1.66123	0.00652175	1.55906	1.75502	1.67874	1.6357	1.62342	1.71683	0.0598668	0.0556112	0.05501	0.0567995	0.0540589	0.0526842
PB2015.16380	0.0845369	0.00930558	1.47232	1.47194	-0.0522016	1.44681	1.415	1.4702	1.41262	1.528	1.5492	0.0742513	0.0783833	0.0693116	0.0733871	0.0645761	0.068272
PB2015.16381	0.12259	0.0134381	3.15248	3.15028	0.0536605	3.02862	3.21507	3.29037	2.97059	3.12939	3.28709	0.0302745	0.0253946	0.0253481	0.0287406	0.0257473	0.025827
PB2015.16382	0.387478	0.041276	2.18753	2.18593	-0.160343	2.08518	2.07759	2.14582	2.28817	2.20947	2.30743	0.034471	0.0357992	0.0312708	0.0303673	0.0268679	0.029928
PB2015.16383	0.124751	0.0136717	3.30668	3.30641	-0.0961257	3.17465	3.29577	3.29839	3.23714	3.40084	3.42799	0.0314348	0.0303728	0.0287088	0.0297476	0.0259546	0.0264879
PB2015.16384	0.0657717	0.00725494	3.10844	3.10768	0.0232512	3.04691	3.11882	3.19331	3.02053	3.0841	3.187	0.0321675	0.0299784	0.0265148	0.0279759	0.0262839	0.0272795
PB2015.16385	0.125139	0.0137136	1.78296	1.78177	0.0597585	1.91334	1.77125	1.76889	1.53729	1.76985	1.92019	0.0736925	0.0754065	0.0726829	0.0852578	0.0690545	0.0642058
PB2015.16386	0.0853735	0.00939681	0.92509	0.92547	0.0179563	0.893375	0.93168	0.984807	0.814778	0.913115	1.01752	0.090844	0.0933615	0.08516	0.0912262	0.0854165	0.0838489
PB2015.16387	0.264875	0.0285891	2.47063	2.4692	-0.126231	2.42495	2.41166	2.37968	2.55559	2.49121	2.55255	0.0425496	0.043253	0.0419705	0.037953	0.0377257	0.0392846
PB2015.16388	0.212849	0.0231035	2.65691	2.65449	-0.16619	2.38833	2.68704	2.63663	2.66388	2.80789	2.75256	0.0367317	0.0306688	0.029259	0.0298978	0.0277923	0.0288881
PB2015.16389	0.103169	0.0113333	3.72026	3.71911	-0.0772848	3.73228	3.70132	3.61035	3.74093	3.79706	3.73989	0.0201426	0.0190393	0.0176185	0.0176764	0.0161064	0.017109
PB2015.1639	0.0947571	0.0104189	2.21887	2.21694	-0.00394392	2.05957	2.27218	2.31313	2.1805	2.18565	2.29184	0.0394445	0.0357035	0.033201	0.0357776	0.0347476	0.0334224
PB2015.16390	0.0503202	0.00556005	4.66228	4.66138	0.035666	4.73885	4.65903	4.64241	4.6512	4.64119	4.64516	0.0212977	0.0225503	0.0212095	0.0214168	0.0234227	0.0222396
PB2015.16391	0.117141	0.0128484	3.51322	3.51365	-0.0863001	3.49318	3.47423	3.44708	3.63732	3.50929	3.52442	0.0296764	0.0289329	0.0284729	0.0263894	0.0268396	0.0287283
PB2015.16392	0.0245154	0.00271653	5.79948	5.79847	-0.0178995	5.81779	5.78973	5.76387	5.80453	5.81706	5.80403	0.0129831	0.0125256	0.0120461	0.0117255	0.011215	0.0118661
PB2015.16393	0.269904	0.0291162	0.52306	0.520955	-0.184826	0.486431	0.347998	0.435613	0.697279	0.542987	0.601204	0.0944219	0.100755	0.0875487	0.076906	0.0820077	0.0856347
PB2015.16394	1.00724	0.100651	-7.4595	-7.47949	-0.0562071	-12.7058	-12.2714	-12.6467	-12.5788	-13.2924	-13.7923	9.96647	9.58779	9.76068	10.6519	10.7898	11.447
PB2015.16395	0.244937	0.0264942	1.23408	1.22605	0.200687	1.38707	1.25441	1.35059	0.920257	1.19614	1.22797	0.109402	0.145782	0.123834	0.160493	0.131993	0.144446
PB2015.16396	0.311051	0.0334066	1.11893	1.11933	-0.240369	0.708414	1.0401	1.18837	1.32189	1.00859	1.39996	0.146573	0.117614	0.100806	0.0810891	0.116601	0.0867141
PB2015.16397	0.577203	0.0602684	-2.40288	-2.40696	0.0803196	-13.158	-3.19192	-1.96189	-2.39839	-2.44862	-13.2416	9.72389	1.26019	0.603278	0.784358	0.76107	9.60108
PB2015.16398	0.588357	0.0613616	-4.71649	-4.72125	0.0223193	-14.9868	-5.20307	-4.4273	-15.8508	-5.40046	-4.35086	10.1506	1.20425	0.749393	10.7875	1.17355	0.779322
PB2015.16399	0.0811233	0.00893318	1.95974	1.96184	0.0551627	2.04839	1.97527	1.94964	1.97578	1.90684	1.91309	0.0453078	0.0463844	0.0441574	0.0426417	0.0437016	0.0447933
PB2015.164	0.489805	0.0516138	-3.73622	-3.73004	-0.0423328	-14.7318	-4.69858	-3.40761	-3.42664	-3.95675	-3.88048	10.452	1.23308	0.629896	0.651658	0.782255	0.827859
PB2015.1640	0.35241	0.0376812	-2.45998	-2.46447	0.211169	-2.21598	-2.50337	-2.34325	-2.5743	-2.43895	-2.88616	0.453811	0.520263	0.470362	0.49575	0.468587	0.613106
PB2015.16400	0.773253	0.0791193	-2.8458	-2.93505	-0.457687	-3.37303	-12.9835	-3.40633	-13.468	-2.13858	-3.32814	1.22063	9.9415	1.20703	10.0887	0.607278	1.14477
PB2015.16401	0.0578619	0.00638803	4.54465	4.5455	0.0387845	4.5463	4.55699	4.59178	4.50811	4.5278	4.53931	0.0177239	0.0199489	0.016346	0.0142588	0.0140457	0.0140644
PB2015.16402	0.122967	0.0134788	2.0448	2.04587	0.0835052	2.16016	2.1205	1.98626	2.13103	1.9854	1.8929	0.0458208	0.0452165	0.0510321	0.0417219	0.0446445	0.0414548
PB2015.16403	0.109808	0.0120539	0.886399	0.884239	-0.0494854	0.763467	0.807728	0.993097	0.817221	0.991085	0.921609	0.0951679	0.0884182	0.0767537	0.0860979	0.0758175	0.0818085
PB2015.16404	0.638733	0.0662673	-4.25117	-4.30362	0.296872	-3.57648	-4.51553	-4.61905	-4.61999	-14.916	-4.58522	0.797692	1.18095	1.16906	1.1944	10.2026	1.21573
PB2015.16405	0.15263	0.0166761	5.16331	5.16459	-0.0991771	5.06907	5.12562	5.14727	5.2051	5.17476	5.2648	0.0169835	0.0167577	0.0148739	0.0152251	0.0149031	0.0149595
PB2015.16406	0.121712	0.0133431	2.32042	2.3196	-0.0871054	2.25703	2.34183	2.2242	2.40267	2.37613	2.31928	0.0291467	0.0264162	0.0266307	0.0253484	0.0243819	0.0252054
PB2015.16407	0.150054	0.0163993	2.67088	2.67309	-0.096168	2.61429	2.64814	2.60821	2.67072	2.77476	2.71477	0.035628	0.0347454	0.034099	0.0366418	0.0271054	0.0486021
PB2015.16408	1.13627	0.112099	-0.449774	-0.512309	-0.877984	-1.30761	-5.06927	-1.15906	0.487987	-6.39728	-0.967935	0.995334	5.19833	1.13971	0.330566	5.16439	3.30342
PB2015.16409	0.40251	0.0428087	4.76318	4.7637	-0.102932	4.73883	4.69921	4.69886	4.83151	4.79829	4.82094	0.0121053	0.0128554	0.0118165	0.0108605	0.0109799	0.0113019
PB2015.1641	0.964218	0.096768	-5.07284	-5.27836	-0.507964	-14.0892	-14.0436	-13.7133	-14.6889	-4.46418	-14.7224	9.70134	9.30457	9.24701	10.4297	1.18476	10.6297
PB2015.16410	0.944089	0.0949398	0.189154	-0.20991	0.852247	0.427329	0.42897	-9.6881	-7.48856	-8.37813	-10.7026	0.723159	0.67372	9.45359	9.56727	9.76366	9.90703
PB2015.16411	0.0208279	0.00230887	4.95345	4.95408	-0.0138763	4.94769	4.94851	4.94491	4.96731	4.93433	4.98086	0.0169564	0.0177074	0.0154421	0.0161394	0.0156134	0.01577
PB2015.16412	0.0792229	0.00872573	2.81866	2.8188	-0.0495107	2.82222	2.77062	2.77963	2.82572	2.93365	2.76854	0.0464219	0.0469621	0.042376	0.0434028	0.037546	0.0457039
PB2015.16413	0.16594	0.018104	3.38671	3.38786	-0.138413	3.45355	3.28712	3.2134	3.57183	3.41789	3.39558	0.0323333	0.0342624	0.0366759	0.031987	0.0388627	0.032519
PB2015.16414	0.0491242	0.00542861	2.67494	2.67417	-0.0118094	2.72574	2.64005	2.63473	2.67011	2.64396	2.73151	0.0459579	0.0473988	0.046534	0.0442743	0.0424879	0.0440344
PB2015.16415	0.139958	0.0153127	5.06904	5.0699	-0.0641715	5.03091	5.05522	5.02777	5.0839	5.12822	5.09316	0.0120476	0.0116417	0.0109275	0.0111021	0.0101899	0.010951
PB2015.16416	0.222852	0.024163	2.17636	2.17233	-0.176769	1.96818	1.98666	2.27207	2.11554	2.25713	2.43856	0.0843549	0.0835387	0.0652996	0.0673666	0.0615785	0.0612599
PB2015.16417	0.126064	0.0138136	3.07221	3.07317	-0.0852912	3.08204	3.0107	2.99872	3.09834	3.16525	3.08429	0.030598	0.0302871	0.0294101	0.0269127	0.026372	0.0280599
PB2015.16418	0.765082	0.0783487	-4.73797	-4.72387	-0.0175616	-14.0999	-14.9347	-4.48306	-14.4694	-15.056	-4.51198	8.8079	10.3929	1.16801	10.1677	10.065	1.15553
PB2015.16419	0.0603378	0.00665956	2.8899	2.88918	-0.0357919	2.91484	2.86482	2.83369	2.86365	2.945	2.91421	0.0301887	0.0285774	0.029235	0.029046	0.024786	0.0279395
PB2015.1642	0.0939503	0.0103311	3.33386	3.33495	-0.0707578	3.31247	3.357	3.21916	3.41347	3.41749	3.285	0.0323469	0.031524	0.0306589	0.0292401	0.0273594	0.030656
PB2015.16420	0.214027	0.0232284	0.138397	0.13089	-0.125273	0.0256686	0.0782523	0.0838721	-0.142778	0.358114	0.312659	0.240444	0.237969	0.236627	0.256297	0.198524	0.187783
PB2015.16421	0.996506	0.0996855	-4.42864	-4.59368	0.518698	-13.5289	-3.78543	-13.5562	-13.5365	-14.1609	-13.5697	9.96376	1.16195	10.297	10.32	10.727	9.44586
PB2015.16422	0.0797042	0.00877828	1.7402	1.74013	-0.0575329	1.69192	1.76501	1.67704	1.74443	1.81376	1.74631	0.0291723	0.0276848	0.0276315	0.0267221	0.0244436	0.0264094
PB2015.16423	0.0559978	0.00618351	3.44308	3.44273	-0.0480027	3.40836	3.40814	3.43053	3.42565	3.46303	3.51144	0.0444009	0.0382169	0.0309528	0.0299641	0.0352037	0.0298498
PB2015.16424	0.248553	0.0268748	1.32827	1.32431	-0.119925	1.0746	1.23237	1.33709	1.48888	1.30757	-1.67302	0.59178	0.225704	0.181558	0.150275	0.191007	5.9318
PB2015.16425	0.111587	0.0122467	2.32599	2.32335	-0.0955582	2.16404	2.31343	2.33301	2.34582	2.37433	2.3939	0.0984859	0.0856324	0.0821503	0.0813128	0.0757653	0.0771897
PB2015.16426	0.127812	0.0140025	1.29041	1.28883	-0.0945088	1.2434	1.18611	1.28516	1.3682	1.22871	1.41821	0.0680155	0.0682017	0.0632575	0.0589406	0.0598592	0.0582634
PB2015.16427	0.348394	0.0372678	2.21034	2.21108	-0.190781	2.03412	2.0841	2.22221	2.31114	2.32405	2.28453	0.0428245	0.0409069	0.0363505	0.0346442	0.0325389	0.0349861
PB2015.16428	0.205183	0.0222899	2.2384	2.24061	-0.144338	2.08644	2.13079	2.27832	2.39104	2.26448	2.28338	0.0679525	0.0659658	0.0591122	0.0542042	0.0565633	0.0602055
PB2015.16429	0.273561	0.029499	-0.219822	-0.22339	0.0296648	-0.760353	0.0805307	-0.0956441	-0.0572873	-0.186175	-0.533102	0.382525	0.248236	0.235574	0.242283	0.258765	0.316282
PB2015.1643	0.10679	0.0117264	4.45296	4.44914	-0.079956	4.4346	4.42173	4.38385	4.56561	4.47933	4.42866	0.0207523	0.0204499	0.0223501	0.0119416	0.012784	0.0104143
PB2015.16430	1.03767	0.103377	0.443351	0.0627099	0.8408	0.195502	-6.14839	1.37189	-8.88315	-10.8009	-4.42572	4.05118	9.2054	1.2673	9.692	9.45027	8.54289
PB2015.16431	0.223627	0.0242451	3.17825	3.18023	-0.140064	3.01004	3.20063	3.10992	3.25669	3.27232	3.22242	0.025875	0.0233582	0.0232698	0.0223203	0.0211017	0.0235167
PB2015.16432	0.0837596	0.0092208	3.96567	3.96699	-0.0530975	3.92866	4.0313	3.85062	3.99865	4.03313	3.95244	0.023268	0.0211357	0.0219223	0.0217284	0.0198514	0.0223925
PB2015.16433	0.107065	0.0117562	0.809147	0.807709	-0.0454056	0.908283	0.640541	0.801728	0.962454	0.75574	0.767201	0.0802236	0.0878866	0.0758593	0.07244	0.0790291	0.0787763
PB2015.16434	1.73345	0.1615	2.12641	2.12461	0.402383	2.4673	2.34332	2.19636	1.90674	1.91561	1.92536	0.0367342	0.0383049	0.0383984	0.0453453	0.0416097	0.0428994
