transcript,control_minus_DMS_fp_10_coverage
PB2015.16046.3,0.98
PB2015.9055.1,0.979991557619
PB2015.4524.4,0.979676800876
PB2015.11855.3,0.979661016949
PB2015.14308.1,0.979391560353
PB2015.5492.5,0.979052701801
PB2015.10513.3,0.979018883005
PB2015.2673.3,0.978594653179
PB2015.79.2,0.978548957924
PB2015.1354.3,0.978260869565
PB2015.1255.1,0.978211382114
PB2015.615.5,0.978111718276
PB2015.14228.8,0.978055888908
PB2015.8047.1,0.977907967618
PB2015.13532.1,0.977902621723
PB2015.11842.1,0.977797874746
PB2015.7979.9,0.977437020811
PB2015.2234.1,0.977260981912
PB2015.4588.7,0.977205882353
PB2015.3099.1,0.977053694355
PB2015.8705.2,0.976911764706
PB2015.6753.2,0.976779026217
PB2015.12037.1,0.976510067114
PB2015.2062.6,0.976354679803
PB2015.6156.3,0.976017847183
PB2015.7971.11,0.975906890738
PB2015.1522.2,0.975884244373
PB2015.3572.2,0.975578009933
PB2015.999.4,0.975445730372
PB2015.7503.3,0.975359342916
PB2015.15260.3,0.975187969925
PB2015.11363.3,0.974987739088
PB2015.5002.4,0.974854085603
PB2015.2236.1,0.974433150899
PB2015.13772.5,0.97424034503
PB2015.15897.17,0.973970618663
PB2015.10602.1,0.973756906077
PB2015.9178.2,0.973593659385
PB2015.1520.1,0.972899022801
PB2015.13689.1,0.972321428571
PB2015.11160.2,0.972218117334
PB2015.16200.8,0.972217225096
PB2015.5676.2,0.972080536913
PB2015.13579.1,0.971614583333
PB2015.1088.2,0.971596474045
PB2015.16165.2,0.97150595883
PB2015.3262.1,0.971135277975
PB2015.13598.1,0.97106918239
PB2015.6401.2,0.970961887477
PB2015.16012.4,0.970759403833
PB2015.13988.5,0.970636215334
PB2015.5720.7,0.970514950166
PB2015.9174.5,0.970459081836
PB2015.15536.2,0.97037871322
PB2015.6089.1,0.970257002599
PB2015.4458.1,0.9702
PB2015.13170.4,0.970034843206
PB2015.13752.1,0.969827586207
PB2015.7281.5,0.96976744186
PB2015.8347.8,0.969764435507
PB2015.6882.3,0.969617942365
PB2015.14299.22,0.969522373894
PB2015.4583.5,0.969471332837
PB2015.9464.3,0.96904400607
PB2015.10097.1,0.969026548673
PB2015.6191.4,0.969009009009
PB2015.3164.1,0.96895463325
PB2015.6924.5,0.96886035313
PB2015.3829.6,0.968739717012
PB2015.10174.1,0.968583856936
PB2015.754.1,0.968382352941
PB2015.1436.8,0.96823482107
PB2015.4505.1,0.967796610169
PB2015.9643.11,0.967732919255
PB2015.9897.4,0.967726737338
PB2015.4519.1,0.967493796526
PB2015.14771.5,0.967452300786
PB2015.11257.2,0.967403508772
PB2015.551.5,0.967151162791
PB2015.15329.9,0.966951942067
PB2015.14968.1,0.966841415465
PB2015.6354.2,0.966780587833
PB2015.10727.13,0.966316860062
PB2015.2524.7,0.966127401416
PB2015.12646.1,0.96573971079
PB2015.10790.5,0.965604026846
PB2015.1653.2,0.965217391304
PB2015.13165.1,0.965149176955
PB2015.7657.7,0.96496350365
PB2015.1200.1,0.964890400605
PB2015.8850.5,0.964823874755
PB2015.6671.11,0.964615384615
PB2015.3633.4,0.96432748538
PB2015.9828.3,0.964071856287
PB2015.8921.2,0.963970588235
PB2015.10981.2,0.963937770977
PB2015.11234.3,0.963759935491
PB2015.5394.1,0.963704968107
PB2015.9627.8,0.963688760807
PB2015.16506.3,0.963086385752
PB2015.10493.10,0.962995594714
PB2015.7778.2,0.962835582644
PB2015.6236.10,0.962747436203
PB2015.7863.3,0.9625
PB2015.5236.4,0.962054956096
PB2015.123.1,0.961978361669
PB2015.5746.2,0.96192893401
PB2015.9929.2,0.961695906433
PB2015.8315.2,0.961507546664
PB2015.15363.1,0.961357850071
PB2015.1784.3,0.961228928766
PB2015.13800.2,0.960821382008
PB2015.8789.1,0.960752351097
PB2015.11966.1,0.960526315789
PB2015.16334.3,0.960433604336
PB2015.8306.3,0.960112044818
PB2015.8727.1,0.959810942423
PB2015.203.5,0.959734513274
PB2015.8278.1,0.959722222222
PB2015.27.1,0.959365404299
PB2015.2899.7,0.959008097166
PB2015.15918.1,0.958675405312
PB2015.481.1,0.958666666667
PB2015.15075.7,0.958620689655
PB2015.6639.2,0.958565225011
PB2015.761.1,0.958434782609
PB2015.7175.16,0.958416785885
PB2015.14697.3,0.958321248827
PB2015.15608.6,0.958011750567
PB2015.1695.2,0.957975460123
PB2015.3591.10,0.957962962963
PB2015.2762.3,0.957800666465
PB2015.1312.6,0.957610813949
PB2015.49.3,0.957537313433
PB2015.9801.1,0.956671854926
PB2015.1522.4,0.956387665198
PB2015.11919.1,0.956360344047
PB2015.9134.3,0.955983697666
PB2015.1659.1,0.955818965517
PB2015.16327.9,0.955629139073
PB2015.4703.1,0.955369127517
PB2015.7339.4,0.954783163265
PB2015.13111.8,0.954613466334
PB2015.6833.1,0.954545454545
PB2015.3581.10,0.954485776805
PB2015.1028.3,0.95442670537
PB2015.2216.1,0.954397913346
PB2015.5072.1,0.954371584699
PB2015.5295.1,0.954241645244
PB2015.6830.1,0.954056411748
PB2015.11.1,0.953513513514
PB2015.14945.6,0.953481481481
PB2015.3464.24,0.953398422831
PB2015.14018.2,0.953309692671
PB2015.15853.1,0.953070029871
PB2015.4924.3,0.952891986063
PB2015.1075.6,0.952779468452
PB2015.6451.2,0.952774224983
PB2015.2078.2,0.952590673575
PB2015.1007.1,0.952588555858
PB2015.6486.5,0.952584670232
PB2015.465.12,0.952504419564
PB2015.2874.3,0.95216704685
PB2015.14451.1,0.952109397731
PB2015.9013.3,0.951881505204
PB2015.13624.3,0.951561041386
PB2015.14508.1,0.951404255319
PB2015.5948.12,0.951382823872
PB2015.12626.6,0.951231774761
PB2015.9752.2,0.951136363636
PB2015.16416.2,0.950760788226
PB2015.584.2,0.950688582852
PB2015.8329.1,0.950657894737
PB2015.15736.5,0.950544323484
PB2015.9149.1,0.950130684788
PB2015.9123.8,0.95012345679
PB2015.12010.3,0.950075642965
PB2015.13389.3,0.949598680594
PB2015.10650.2,0.949458784346
PB2015.16579.5,0.948603351955
PB2015.10111.4,0.948387096774
PB2015.4296.3,0.948387096774
PB2015.6670.1,0.948306052531
PB2015.4702.1,0.948231735691
PB2015.3233.2,0.948187444739
PB2015.969.1,0.947347994825
PB2015.9843.4,0.947216890595
PB2015.807.5,0.946782178218
PB2015.16276.1,0.946650859514
PB2015.15253.1,0.946645367412
PB2015.3633.1,0.946408839779
PB2015.7561.9,0.946281800391
PB2015.2755.1,0.946274834437
PB2015.67.2,0.94621196651
PB2015.8152.5,0.945997807018
PB2015.7016.7,0.945926589078
PB2015.7770.1,0.945720720721
PB2015.16068.1,0.945629084967
PB2015.5464.5,0.945294725957
PB2015.3620.3,0.945173745174
PB2015.6445.3,0.944752774975
PB2015.2851.1,0.94462633452
PB2015.4254.1,0.944541484716
PB2015.5937.2,0.944505233738
PB2015.13038.15,0.943963321447
PB2015.4133.5,0.943949044586
PB2015.7984.9,0.943683710622
PB2015.3053.1,0.943493150685
PB2015.2465.9,0.943488527783
PB2015.4771.1,0.943262411348
PB2015.16699.1,0.943173695497
PB2015.2599.10,0.942941176471
PB2015.8891.5,0.942865835108
PB2015.11247.3,0.94253222138
PB2015.4453.9,0.94241025641
PB2015.14161.2,0.94192139738
PB2015.1784.2,0.941917808219
PB2015.8269.7,0.941675946548
PB2015.7914.1,0.941610325753
PB2015.14025.3,0.941554054054
PB2015.493.1,0.941531074953
PB2015.10073.4,0.941489361702
PB2015.12234.1,0.941255176808
PB2015.585.17,0.941176470588
PB2015.3058.2,0.940913997841
PB2015.12873.1,0.940828402367
PB2015.16811.5,0.940806589549
PB2015.6222.7,0.940795559667
PB2015.2870.3,0.940782855893
PB2015.5767.2,0.940616773223
PB2015.16258.2,0.940586998263
PB2015.4772.15,0.940487433359
PB2015.7262.2,0.940248962656
PB2015.14195.2,0.939846588615
PB2015.12764.9,0.939523212045
PB2015.13770.6,0.939071566731
PB2015.13021.4,0.938935840971
PB2015.10905.3,0.937987679671
PB2015.6561.2,0.93748822606
PB2015.7711.1,0.937249283668
PB2015.4890.2,0.93693036821
PB2015.8073.2,0.936264581464
PB2015.5774.8,0.936200378072
PB2015.13566.4,0.936132315522
PB2015.14042.1,0.936059479554
PB2015.13613.5,0.935901093676
PB2015.15609.5,0.935894125242
PB2015.3589.1,0.935800482703
PB2015.14003.2,0.935551068126
PB2015.10142.1,0.935268614515
PB2015.3802.2,0.935220125786
PB2015.4873.1,0.934974093264
PB2015.3881.3,0.934844771242
PB2015.11455.2,0.93474533535
PB2015.8178.4,0.934639608118
PB2015.6450.9,0.934582132565
PB2015.2022.3,0.934262948207
PB2015.8211.2,0.933864541833
PB2015.6558.1,0.933843537415
PB2015.2845.8,0.9337995338
PB2015.3545.1,0.933662958385
PB2015.11013.10,0.933613445378
PB2015.15608.2,0.933572226359
PB2015.961.1,0.933419188667
PB2015.6926.2,0.933052264808
PB2015.1140.5,0.932853345148
PB2015.13875.15,0.932438284972
PB2015.12998.6,0.932245681382
PB2015.11173.3,0.932186732187
PB2015.6930.3,0.931992939913
PB2015.3696.1,0.93156230234
PB2015.15580.1,0.931443994602
PB2015.13972.1,0.931282120638
PB2015.1960.3,0.931034482759
PB2015.7491.6,0.930898123324
PB2015.14722.3,0.930674846626
PB2015.4849.1,0.930651340996
PB2015.11059.2,0.930583214794
PB2015.8140.1,0.93027133181
PB2015.10291.1,0.930074664012
PB2015.15024.2,0.92981492192
PB2015.12709.11,0.929294755877
PB2015.1030.2,0.929274353877
PB2015.6779.2,0.929090909091
PB2015.7884.1,0.929048034074
PB2015.11025.2,0.928343794579
PB2015.1825.1,0.928171091445
PB2015.12267.1,0.928125
PB2015.1678.9,0.928104171323
PB2015.2662.2,0.928070175439
PB2015.3208.3,0.928
PB2015.2684.1,0.927939793039
PB2015.936.9,0.927708042771
PB2015.14299.23,0.927646657477
PB2015.13135.4,0.927434796963
PB2015.4070.1,0.927390599676
PB2015.6761.1,0.927361762906
PB2015.1697.7,0.927272727273
PB2015.9110.5,0.927233282287
PB2015.6159.1,0.92671709531
PB2015.7725.2,0.926631853786
PB2015.5277.11,0.926599443672
PB2015.9170.10,0.926595744681
PB2015.943.3,0.926558265583
PB2015.136.1,0.926502145923
PB2015.3738.1,0.926388888889
PB2015.15515.5,0.925934433076
PB2015.2117.2,0.925925925926
PB2015.14402.9,0.925925925926
PB2015.15212.5,0.925847457627
PB2015.16509.1,0.925742849209
PB2015.8404.1,0.925714285714
PB2015.2469.1,0.925702097405
PB2015.5891.1,0.925352112676
PB2015.10850.2,0.925295109612
PB2015.14427.12,0.92502543235
PB2015.10058.2,0.924478212695
PB2015.7485.1,0.923892316321
PB2015.355.1,0.923731819794
PB2015.16300.1,0.923375992224
PB2015.4701.34,0.923324396783
PB2015.3951.2,0.923272214386
PB2015.6745.3,0.923262972735
PB2015.2781.4,0.923122190437
PB2015.10208.3,0.923087686567
PB2015.4101.2,0.922913956514
PB2015.14499.12,0.922843793408
PB2015.8910.1,0.922741611701
PB2015.220.3,0.922674418605
PB2015.4543.3,0.922601893783
PB2015.3145.1,0.922443559097
PB2015.3033.6,0.922325581395
PB2015.14060.1,0.922224196127
PB2015.11990.4,0.92210259658
PB2015.9747.2,0.922020598333
PB2015.2504.3,0.921852731591
PB2015.7058.6,0.921842056593
PB2015.6577.1,0.921768707483
PB2015.2805.21,0.9215261959
PB2015.3642.8,0.921356335515
PB2015.795.6,0.921335122442
PB2015.6115.4,0.921256038647
PB2015.11109.3,0.921080270068
PB2015.7467.6,0.92095197289
PB2015.7659.5,0.920535714286
PB2015.13045.1,0.920295698925
PB2015.5526.1,0.920020693223
PB2015.8253.1,0.919983163212
PB2015.6225.3,0.919930839359
PB2015.13276.2,0.919914562131
PB2015.10823.1,0.919852569199
PB2015.7823.4,0.919336521219
PB2015.11944.4,0.919230769231
PB2015.10540.2,0.919191919192
PB2015.8509.10,0.919117647059
PB2015.6225.4,0.918972849199
PB2015.9342.3,0.918714934544
PB2015.3561.4,0.918541753799
PB2015.2723.5,0.918491547464
PB2015.3771.7,0.91845841785
PB2015.8980.7,0.918404907975
PB2015.8909.9,0.918242491657
PB2015.1111.8,0.918178545716
PB2015.7332.9,0.917658398011
PB2015.4556.1,0.917533792777
PB2015.3204.2,0.917406659939
PB2015.11708.2,0.916917922948
PB2015.2912.19,0.916717948718
PB2015.10178.12,0.916566626651
PB2015.14499.17,0.916482734069
PB2015.14104.4,0.916139162053
PB2015.10283.9,0.915869695158
PB2015.12268.15,0.915731521612
PB2015.3857.1,0.915612304121
PB2015.16490.1,0.915603954721
PB2015.14444.3,0.915438950555
PB2015.9923.1,0.915236514523
PB2015.10378.5,0.915161337852
PB2015.11242.9,0.915093273036
PB2015.13033.2,0.915060240964
PB2015.10668.7,0.91471904148
PB2015.6206.5,0.914642643838
PB2015.16347.5,0.914362317141
PB2015.10368.1,0.914310394015
PB2015.8535.9,0.914188142515
PB2015.924.33,0.913971742543
PB2015.6225.5,0.91394158386
PB2015.12737.4,0.913924050633
PB2015.1646.12,0.913684210526
PB2015.7497.2,0.913548387097
PB2015.821.1,0.913428571429
PB2015.16522.5,0.912952705582
PB2015.13212.1,0.912737015664
PB2015.1893.4,0.912529550827
PB2015.2515.1,0.912412177986
PB2015.3729.5,0.912240834017
PB2015.8337.3,0.912154506438
PB2015.9784.6,0.912022109627
PB2015.8649.1,0.912021857923
PB2015.5001.1,0.911705669245
PB2015.12048.12,0.911627906977
PB2015.13095.1,0.911463844797
PB2015.4320.1,0.910817941953
PB2015.16616.1,0.910707070707
PB2015.3043.1,0.91067961165
PB2015.1278.7,0.910668133077
PB2015.13606.2,0.910655737705
PB2015.5297.1,0.910579016108
PB2015.1644.3,0.910570071259
PB2015.7144.2,0.910527994896
PB2015.9706.18,0.910180084746
PB2015.8534.3,0.909924005364
PB2015.38.1,0.909677419355
PB2015.11303.1,0.909555741827
PB2015.5145.7,0.909510733899
PB2015.14420.4,0.909397590361
PB2015.7090.2,0.909271523179
PB2015.315.1,0.90920998772
PB2015.10607.2,0.909186906019
PB2015.2062.3,0.908940397351
PB2015.14085.4,0.908775959422
PB2015.12452.2,0.90843373494
PB2015.3864.6,0.90843373494
PB2015.1132.8,0.908098271156
PB2015.2805.15,0.907953429654
PB2015.6159.8,0.907777721184
PB2015.14920.2,0.906742249423
PB2015.7339.13,0.906710853355
PB2015.11896.2,0.906322580645
PB2015.7057.15,0.906315789474
PB2015.9828.8,0.906192199437
PB2015.8750.1,0.906172839506
PB2015.10030.2,0.90612244898
PB2015.10089.1,0.905874222529
PB2015.13050.3,0.905747126437
PB2015.9590.5,0.905685618729
PB2015.12902.1,0.904892661008
PB2015.16839.8,0.904845045832
PB2015.10429.8,0.904705882353
PB2015.6229.11,0.904485772274
PB2015.15060.4,0.904318778335
PB2015.16290.1,0.904166666667
PB2015.8602.9,0.903815744242
PB2015.13770.3,0.903759136791
PB2015.3935.1,0.90371081254
PB2015.1539.1,0.903661971831
PB2015.8224.5,0.903586678053
PB2015.6035.5,0.903562945368
PB2015.13462.1,0.903508447404
PB2015.9436.4,0.903342618384
PB2015.8858.6,0.903125
PB2015.2827.3,0.902629346904
PB2015.539.10,0.902427184466
PB2015.14812.5,0.902158273381
PB2015.14103.1,0.902008032129
PB2015.14080.5,0.901788375559
PB2015.10897.1,0.90158756845
PB2015.4491.2,0.901531728665
PB2015.7790.2,0.90130812958
PB2015.2656.1,0.900992662926
PB2015.14155.1,0.900961538462
PB2015.16522.4,0.900855018587
PB2015.7698.9,0.900583657588
PB2015.12646.2,0.900518134715
PB2015.1678.3,0.900444883836
PB2015.7498.2,0.900367556971
PB2015.6667.1,0.900267618198
PB2015.3544.1,0.900033856224
PB2015.15434.2,0.9
PB2015.14945.7,0.9
PB2015.5093.1,0.9
PB2015.11202.1,0.899720072452
PB2015.7324.2,0.899645390071
PB2015.11893.1,0.899401197605
PB2015.3664.4,0.899356223176
PB2015.15113.1,0.899248120301
PB2015.1786.4,0.899223803364
PB2015.15609.1,0.898406966865
PB2015.1052.2,0.898364046634
PB2015.16225.1,0.897805547089
PB2015.13934.1,0.897709923664
PB2015.13620.1,0.897455337036
PB2015.4534.3,0.897259537883
PB2015.15609.3,0.897191697192
PB2015.5409.6,0.897147292839
PB2015.5750.6,0.896994258696
PB2015.13157.8,0.896957520092
PB2015.10195.1,0.896818181818
PB2015.806.1,0.896531791908
PB2015.4729.1,0.896455904863
PB2015.12148.2,0.896106785317
PB2015.9536.7,0.896104270181
PB2015.11038.2,0.895969595192
PB2015.8280.3,0.89591280654
PB2015.13704.1,0.895906432749
PB2015.16012.5,0.895904658722
PB2015.87.6,0.895865828867
PB2015.6369.5,0.895510204082
PB2015.166.2,0.895468277946
PB2015.8046.1,0.895444015444
PB2015.2842.2,0.895293755767
PB2015.15590.16,0.89497950258
PB2015.8152.12,0.894939759036
PB2015.12423.1,0.894552075747
PB2015.2002.1,0.894419306184
PB2015.10104.4,0.894392444271
PB2015.10915.3,0.894339622642
PB2015.13618.18,0.894042494098
PB2015.15288.1,0.893666026871
PB2015.16256.5,0.893605046094
PB2015.10950.3,0.893473684211
PB2015.7326.10,0.893172031987
PB2015.8535.7,0.892988710636
PB2015.11389.3,0.892660550459
PB2015.11665.8,0.892307692308
PB2015.12513.5,0.892250922509
PB2015.14898.11,0.892214561964
PB2015.16226.5,0.892190889371
PB2015.5871.2,0.892128895932
PB2015.3897.1,0.891933815926
PB2015.11044.1,0.891830985915
PB2015.15247.2,0.891636690647
PB2015.14942.1,0.891428571429
PB2015.4532.4,0.89033536154
PB2015.2797.3,0.890248565966
PB2015.15911.4,0.890157480315
PB2015.4521.8,0.890147783251
PB2015.16453.1,0.890055248619
PB2015.7365.3,0.889887640449
PB2015.11833.2,0.889784946237
PB2015.13174.3,0.889728958631
PB2015.5450.12,0.889391609928
PB2015.13387.2,0.889219330855
PB2015.8691.2,0.889024506988
PB2015.16034.2,0.888983050847
PB2015.11007.1,0.888960175712
PB2015.13620.11,0.888904209587
PB2015.1102.1,0.888798886217
PB2015.6464.1,0.888697017268
PB2015.3411.1,0.88865248227
PB2015.14385.3,0.88847241867
PB2015.1163.3,0.888248701741
PB2015.10660.1,0.888188976378
PB2015.10282.2,0.888068181818
PB2015.7109.3,0.888067312596
PB2015.9996.4,0.887596899225
PB2015.16642.10,0.887255780606
PB2015.10309.4,0.887245349867
PB2015.12199.1,0.887195871221
PB2015.14686.5,0.887145443573
PB2015.4646.1,0.887096774194
PB2015.3293.2,0.886835865461
PB2015.1925.5,0.886716800319
PB2015.7439.4,0.886532343584
PB2015.15640.3,0.886524822695
PB2015.16049.7,0.88639587363
PB2015.5209.2,0.886363636364
PB2015.390.2,0.886338797814
PB2015.2884.5,0.885797342193
PB2015.16240.3,0.885642034279
PB2015.11435.1,0.885517241379
PB2015.9830.13,0.885352658977
PB2015.10422.1,0.885128205128
PB2015.1283.2,0.88499369483
PB2015.4497.1,0.884854464726
PB2015.10489.7,0.88464812432
PB2015.14949.1,0.884621513944
PB2015.7135.13,0.884488002704
PB2015.5040.2,0.884375
PB2015.8269.4,0.883955739972
PB2015.1040.4,0.883706070288
PB2015.13033.13,0.883629191321
PB2015.8907.1,0.8833141542
PB2015.639.1,0.883142857143
PB2015.223.1,0.882724719101
PB2015.11559.2,0.88264107308
PB2015.2979.2,0.88249896566
PB2015.6539.6,0.882474226804
PB2015.13240.2,0.882439779006
PB2015.9464.11,0.882321899736
PB2015.6450.2,0.882278481013
PB2015.3654.7,0.882199710564
PB2015.15432.1,0.882142009024
PB2015.16457.2,0.882138969521
PB2015.6372.11,0.881952662722
PB2015.13875.6,0.881883144178
PB2015.16491.1,0.881665912177
PB2015.1059.2,0.881496881497
PB2015.8526.3,0.881300144003
PB2015.10323.34,0.880883125986
PB2015.12114.1,0.880869565217
PB2015.15328.2,0.880801017165
PB2015.14685.2,0.880792079208
PB2015.6882.2,0.8806764798
PB2015.10357.2,0.880504364694
PB2015.1144.3,0.880407124682
PB2015.6452.7,0.880377329071
PB2015.13212.3,0.880330123796
PB2015.5187.1,0.880238095238
PB2015.7016.9,0.88005923001
PB2015.3250.1,0.88
PB2015.3622.2,0.879553199805
PB2015.2341.1,0.879166666667
PB2015.5332.6,0.879102047811
PB2015.2496.6,0.879029091558
PB2015.15111.1,0.878991596639
PB2015.2863.10,0.878881918201
PB2015.14698.1,0.87868524363
PB2015.10645.3,0.878490566038
PB2015.8532.6,0.878409869774
PB2015.13075.1,0.87836970475
PB2015.10456.4,0.878323932313
PB2015.13258.4,0.878121093052
PB2015.16811.7,0.8781185018
PB2015.16442.8,0.87797390637
PB2015.7776.1,0.877949709865
PB2015.7980.3,0.877898343804
PB2015.6502.4,0.877619446773
PB2015.14742.11,0.877542932629
PB2015.9000.5,0.87743950039
PB2015.16558.10,0.877394440678
PB2015.3830.1,0.877234803337
PB2015.7516.11,0.877232142857
PB2015.8178.5,0.877147766323
PB2015.11594.5,0.877092511013
PB2015.15172.1,0.877048866788
PB2015.565.1,0.876523994812
PB2015.5071.3,0.876394849785
PB2015.9994.4,0.876079506511
PB2015.8589.5,0.876009164303
PB2015.15509.1,0.875772968198
PB2015.15736.4,0.875669642857
PB2015.195.2,0.87557195572
PB2015.5139.1,0.87519379845
PB2015.13734.3,0.874941176471
PB2015.856.11,0.874855260151
PB2015.12082.2,0.874655647383
PB2015.6961.2,0.874178403756
PB2015.11753.1,0.87408142999
PB2015.11463.1,0.874038461538
PB2015.4572.1,0.873995407577
PB2015.8364.2,0.873778241988
PB2015.2030.1,0.873771339886
PB2015.9448.15,0.873764705882
PB2015.14361.1,0.873751783167
PB2015.6856.2,0.873641304348
PB2015.3885.2,0.873354678051
PB2015.16251.1,0.873177703668
PB2015.1602.18,0.873063332427
PB2015.3462.4,0.873040752351
PB2015.2636.11,0.872942283142
PB2015.3474.2,0.872843905916
PB2015.1558.3,0.872727272727
PB2015.16006.4,0.872594752187
PB2015.15264.1,0.87191074707
PB2015.2729.5,0.871842410197
PB2015.3886.3,0.871778140294
PB2015.11570.1,0.871729957806
PB2015.12543.7,0.871476510067
PB2015.3653.6,0.87116769445
PB2015.10378.14,0.870810571386
PB2015.15055.1,0.870694864048
PB2015.7389.15,0.870496366167
PB2015.12268.8,0.870427023582
PB2015.15187.7,0.870248868778
PB2015.13133.3,0.870169344333
PB2015.2257.2,0.869966358886
PB2015.4613.4,0.869874555327
PB2015.12519.1,0.869453376206
PB2015.16726.4,0.869103773585
PB2015.14670.8,0.869027303754
PB2015.11486.3,0.868992248062
PB2015.14892.1,0.868973684211
PB2015.2113.2,0.868835512314
PB2015.9433.2,0.868760611205
PB2015.15905.3,0.868584070796
PB2015.16550.5,0.868475233136
PB2015.14659.7,0.868194842407
PB2015.5647.1,0.868151520078
PB2015.1616.1,0.868111455108
PB2015.4450.5,0.867988313856
PB2015.10680.1,0.867918523234
PB2015.11151.3,0.867872044506
PB2015.5614.24,0.867782520782
PB2015.794.3,0.86758377425
PB2015.15154.3,0.867561837456
PB2015.7905.1,0.867537688442
PB2015.11640.6,0.867045454545
PB2015.9556.1,0.866406675132
PB2015.5237.9,0.866359447005
PB2015.3662.22,0.866290112966
PB2015.11003.1,0.86625
PB2015.5727.8,0.86618705036
PB2015.3528.10,0.866153846154
PB2015.15286.1,0.866079295154
PB2015.5909.4,0.866007905138
PB2015.3721.6,0.865483418963
PB2015.13507.3,0.865408805031
PB2015.7825.1,0.865217391304
PB2015.3788.2,0.864957264957
PB2015.12882.3,0.86423690205
PB2015.1798.1,0.86422912858
PB2015.10515.4,0.864172901081
PB2015.7832.1,0.864147783251
PB2015.13657.12,0.864058808086
PB2015.13413.1,0.863919821826
PB2015.8439.4,0.863886874547
PB2015.9221.10,0.863865054602
PB2015.12184.7,0.863597582652
PB2015.1201.6,0.863507109005
PB2015.1352.1,0.863458045768
PB2015.13398.1,0.863414634146
PB2015.5684.5,0.863004225893
PB2015.8315.1,0.862976971322
PB2015.16299.2,0.862660572149
PB2015.5511.2,0.862544661501
PB2015.7370.1,0.8625
PB2015.2294.2,0.862430939227
PB2015.15159.1,0.862395543175
PB2015.4294.7,0.862344657496
PB2015.2517.1,0.862212128456
PB2015.6153.2,0.862095531587
PB2015.11859.2,0.861989017694
PB2015.8254.13,0.861832829809
PB2015.15725.1,0.861782032401
PB2015.4868.1,0.861670761671
PB2015.1470.1,0.861594202899
PB2015.16548.2,0.861244019139
PB2015.6609.2,0.861154757451
PB2015.16204.3,0.860996939222
PB2015.8143.3,0.860918816866
PB2015.5518.5,0.860826446281
PB2015.7944.1,0.860806794055
PB2015.10911.9,0.860549351041
PB2015.5738.12,0.860516680228
PB2015.10754.1,0.860416666667
PB2015.2092.1,0.860361572409
PB2015.1115.1,0.860294305822
PB2015.4958.2,0.860160427807
