transcript,control_minus_DMS_fp_10_coverage
PB2015.15009.6,1.12730769231
PB2015.3499.1,1.12725153929
PB2015.13618.13,1.12722143865
PB2015.8148.4,1.12721921356
PB2015.9282.1,1.1272003186
PB2015.9620.1,1.12678571429
PB2015.4676.2,1.12676096181
PB2015.5778.1,1.12658525129
PB2015.5921.1,1.12654614653
PB2015.13639.8,1.12654600302
PB2015.5844.5,1.12633330921
PB2015.7033.13,1.12613156307
PB2015.5697.1,1.12566516578
PB2015.13402.5,1.12509144111
PB2015.16277.1,1.125
PB2015.14587.6,1.12462686567
PB2015.16257.3,1.12423306568
PB2015.5390.2,1.12389937107
PB2015.9784.4,1.12378752887
PB2015.1601.6,1.12360770578
PB2015.10342.8,1.12357414449
PB2015.4153.4,1.12356902357
PB2015.10892.1,1.12343945851
PB2015.8223.1,1.12287179487
PB2015.9858.6,1.12284594513
PB2015.9592.5,1.12261682243
PB2015.777.2,1.12242334688
PB2015.4411.1,1.12222222222
PB2015.2476.7,1.1221761658
PB2015.3640.2,1.12200469851
PB2015.10776.3,1.12195704057
PB2015.4258.2,1.12185856224
PB2015.6759.3,1.12177810982
PB2015.8337.10,1.12091333679
PB2015.5815.5,1.12087018886
PB2015.10805.3,1.12079037801
PB2015.392.5,1.12073976222
PB2015.6767.3,1.12046889089
PB2015.12170.6,1.12018779343
PB2015.16405.3,1.11993957704
PB2015.14587.5,1.11992504685
PB2015.444.3,1.11981717271
PB2015.5186.1,1.1196969697
PB2015.11961.2,1.11968085106
PB2015.10762.1,1.11942336874
PB2015.7924.1,1.11941309255
PB2015.7962.3,1.11922437673
PB2015.456.4,1.11904761905
PB2015.208.5,1.11898183679
PB2015.11640.7,1.11872146119
PB2015.9760.7,1.11846496107
PB2015.3038.1,1.11803738318
PB2015.1219.3,1.11798561151
PB2015.10507.18,1.11792065663
PB2015.6019.3,1.11790849673
PB2015.8086.3,1.11781939338
PB2015.6074.23,1.11754385965
PB2015.2796.3,1.11744757227
PB2015.10291.18,1.11743281819
PB2015.10248.4,1.11739336611
PB2015.13574.4,1.11731160896
PB2015.16291.3,1.11678617992
PB2015.3678.3,1.11653027823
PB2015.8714.12,1.11605206074
PB2015.1131.25,1.11586329514
PB2015.6208.1,1.11581291759
PB2015.10391.2,1.11496062992
PB2015.6834.1,1.11495145631
PB2015.8937.2,1.11482089643
PB2015.10911.3,1.11456038454
PB2015.1636.2,1.11455431755
PB2015.13054.2,1.11441117764
PB2015.13618.4,1.11430715358
PB2015.2525.2,1.11416184971
PB2015.15608.8,1.11415645067
PB2015.999.5,1.1139328689
PB2015.14587.9,1.11349693252
PB2015.3951.6,1.11339869281
PB2015.11837.8,1.11284916201
PB2015.12177.1,1.11259541985
PB2015.6463.1,1.11249577274
PB2015.13812.4,1.11240875912
PB2015.1006.1,1.11181844548
PB2015.9448.16,1.11140453377
PB2015.4474.6,1.11140350877
PB2015.13082.12,1.11132478632
PB2015.9467.6,1.11119402985
PB2015.12185.7,1.11070889894
PB2015.2510.3,1.1104
PB2015.13662.1,1.11038961039
PB2015.9908.3,1.11026591107
PB2015.1991.4,1.11014358499
PB2015.8746.1,1.10986394558
PB2015.7900.1,1.10983302412
PB2015.15730.1,1.10973451327
PB2015.14402.1,1.10901432182
PB2015.729.1,1.1090021692
PB2015.4800.1,1.10890568518
PB2015.5793.1,1.10889292196
PB2015.6026.10,1.10844972067
PB2015.6431.1,1.10837685818
PB2015.11435.5,1.10820895522
PB2015.13702.2,1.10809061489
PB2015.7285.3,1.10781456954
PB2015.155.4,1.10753532182
PB2015.6074.12,1.10719713903
PB2015.3429.2,1.10690909091
PB2015.11013.6,1.10643198609
PB2015.11206.6,1.10624360287
PB2015.13988.1,1.10618436406
PB2015.13770.1,1.10580474934
PB2015.2868.12,1.1056768559
PB2015.4328.2,1.10564924115
PB2015.12073.4,1.10561797753
PB2015.1937.2,1.10549084859
PB2015.1304.1,1.10531996916
PB2015.3372.4,1.10503432494
PB2015.13875.18,1.105
PB2015.14188.1,1.10472075326
PB2015.6367.7,1.10403621275
PB2015.2876.1,1.10354796321
PB2015.3824.1,1.10354609929
PB2015.7705.1,1.10319634703
PB2015.10651.2,1.10316287319
PB2015.15835.1,1.10306122449
PB2015.9741.6,1.10272164948
PB2015.15631.7,1.10241008187
PB2015.3493.1,1.10209848909
PB2015.15897.21,1.10203175924
PB2015.9890.3,1.10201729107
PB2015.10451.1,1.1013590034
PB2015.14112.8,1.10133495146
PB2015.2639.16,1.10116902094
PB2015.15912.2,1.10113636364
PB2015.4300.10,1.10055248619
PB2015.2796.2,1.10048691418
PB2015.8438.4,1.10035211268
PB2015.4013.2,1.10025188917
PB2015.10964.9,1.10012135922
PB2015.9372.1,1.10002734482
PB2015.15570.2,1.09985085757
PB2015.3291.2,1.09977749523
PB2015.2910.1,1.09969811321
PB2015.1030.1,1.09968482665
PB2015.1119.1,1.09957337884
PB2015.7178.3,1.09940835547
PB2015.7353.6,1.09929742389
PB2015.4221.12,1.09912663755
PB2015.11936.3,1.09891696751
PB2015.506.1,1.0986013986
PB2015.8678.5,1.09847036329
PB2015.15521.1,1.09838709677
PB2015.13866.17,1.09812819058
PB2015.12575.2,1.09772727273
PB2015.5317.1,1.09735099338
PB2015.12734.2,1.096419226
PB2015.8923.1,1.09641219661
PB2015.16274.2,1.09618096357
PB2015.3503.4,1.09609895338
PB2015.7073.1,1.09605389798
PB2015.14831.3,1.09599769652
PB2015.14176.1,1.0958685446
PB2015.2436.3,1.09542211653
PB2015.9741.5,1.0950617284
PB2015.13356.2,1.09499749875
PB2015.11610.3,1.09495520981
PB2015.8387.1,1.09467275495
PB2015.6897.3,1.09459459459
PB2015.4899.1,1.09429650745
PB2015.14986.2,1.09427728614
PB2015.14512.10,1.09426811937
PB2015.3217.5,1.09400016238
PB2015.6059.1,1.09398907104
PB2015.7113.13,1.09398230088
PB2015.6924.19,1.09380530973
PB2015.1026.10,1.09363867684
PB2015.6384.4,1.09306782825
PB2015.14563.1,1.09294478528
PB2015.6846.6,1.09278592375
PB2015.12904.3,1.09249394673
PB2015.6329.4,1.09245384478
PB2015.2376.1,1.09220576773
PB2015.6622.9,1.09215718786
PB2015.4533.6,1.09205617573
PB2015.12119.2,1.09173553719
PB2015.50.2,1.09144871503
PB2015.5809.7,1.09109187378
PB2015.8472.1,1.09104116223
PB2015.8849.1,1.09079093947
PB2015.11855.4,1.09074074074
PB2015.908.4,1.09068992625
PB2015.3845.2,1.09029850746
PB2015.15061.1,1.09027932961
PB2015.6228.5,1.09024064171
PB2015.2746.1,1.09004768978
PB2015.4778.2,1.08932038835
PB2015.15336.5,1.08929369692
PB2015.5126.2,1.08909090909
PB2015.1031.4,1.08904109589
PB2015.9194.2,1.08886363636
PB2015.12209.2,1.08886293662
PB2015.2645.2,1.08855799373
PB2015.15225.3,1.0884272997
PB2015.16829.5,1.08806215722
PB2015.16474.2,1.08795003674
PB2015.6656.1,1.08774703557
PB2015.11002.8,1.08768267223
PB2015.4554.9,1.08732606243
PB2015.11357.6,1.08684210526
PB2015.13744.6,1.08684170816
PB2015.7289.14,1.08662160038
PB2015.14960.2,1.08661417323
PB2015.10145.6,1.08652904129
PB2015.15250.3,1.08652784351
PB2015.12610.3,1.08652060899
PB2015.11595.5,1.08642857143
PB2015.9643.17,1.08611111111
PB2015.11557.7,1.08579335793
PB2015.9429.4,1.08560747664
PB2015.8722.5,1.08553054662
PB2015.12077.5,1.08531468531
PB2015.401.1,1.08531468531
PB2015.2840.1,1.08501228501
PB2015.13095.11,1.08493150685
PB2015.7919.1,1.08465394049
PB2015.2787.1,1.08434723172
PB2015.16802.2,1.08411934552
PB2015.6468.2,1.08374508089
PB2015.11135.4,1.08333333333
PB2015.7175.15,1.08325117371
PB2015.9128.8,1.08302872063
PB2015.11283.3,1.08302497687
PB2015.11805.10,1.08300248139
PB2015.7739.1,1.08287112561
PB2015.2056.5,1.08285714286
PB2015.7804.2,1.08273208273
PB2015.10155.3,1.08273020423
PB2015.4726.3,1.08214804064
PB2015.13495.1,1.08212560386
PB2015.2958.1,1.08210218978
PB2015.12501.3,1.08182281578
PB2015.2032.2,1.08136807818
PB2015.13613.9,1.0812152502
PB2015.13176.4,1.08111888112
PB2015.13919.7,1.08098591549
PB2015.5241.3,1.0808319739
PB2015.5737.1,1.08081899616
PB2015.9223.4,1.08068739771
PB2015.11898.1,1.08066581306
PB2015.8194.1,1.08057005785
PB2015.14700.6,1.08039329092
PB2015.7839.2,1.08031774051
PB2015.2835.2,1.07962953591
PB2015.3557.4,1.07945869521
PB2015.15892.9,1.07909747292
PB2015.7001.10,1.07897827363
PB2015.2588.3,1.07830385016
PB2015.8228.1,1.0779247623
PB2015.6565.2,1.0776874562
PB2015.5227.1,1.07752293578
PB2015.15608.4,1.0772895712
PB2015.5196.8,1.07710989678
PB2015.4041.1,1.07676688793
PB2015.3229.1,1.07660818713
PB2015.10777.1,1.0761627907
PB2015.53.2,1.07594936709
PB2015.1578.2,1.07557251908
PB2015.1128.8,1.07532559234
PB2015.7196.7,1.07521550168
PB2015.11489.4,1.07521008403
PB2015.3296.14,1.07503910615
PB2015.13144.1,1.07503457815
PB2015.15598.1,1.07503446813
PB2015.7907.1,1.075
PB2015.15564.1,1.07492260062
PB2015.15590.15,1.07486601199
PB2015.14491.9,1.07469820153
PB2015.5108.6,1.07449718423
PB2015.3464.13,1.0740946715
PB2015.10513.9,1.07405405405
PB2015.4224.1,1.07401392111
PB2015.6041.1,1.073894081
PB2015.6591.5,1.07331998856
PB2015.12048.6,1.07329545455
PB2015.1149.1,1.07318952234
PB2015.9718.7,1.07316852236
PB2015.5724.1,1.07296416938
PB2015.13552.5,1.07286192069
PB2015.7482.1,1.07272013813
PB2015.15619.1,1.07191105517
PB2015.10658.2,1.07154850746
PB2015.4707.1,1.0713559322
PB2015.39.8,1.07135193133
PB2015.7878.1,1.07123213804
PB2015.2280.1,1.07111394017
PB2015.11004.1,1.0710794666
PB2015.3035.1,1.07096774194
PB2015.4516.1,1.07076359397
PB2015.3916.7,1.07027027027
PB2015.16169.2,1.07021385363
PB2015.15587.2,1.07013680347
PB2015.6981.6,1.07003891051
PB2015.9652.5,1.06981132075
PB2015.3591.20,1.06926952141
PB2015.10071.2,1.06926244852
PB2015.1056.1,1.06922738279
PB2015.15608.3,1.06915266926
PB2015.7421.3,1.06909090909
PB2015.3081.1,1.06907675195
PB2015.6055.1,1.06897746967
PB2015.16557.1,1.06894586895
PB2015.4022.8,1.06890295359
PB2015.11589.1,1.06884681583
PB2015.12900.3,1.06861702128
PB2015.11862.1,1.06845915202
PB2015.6706.2,1.06830508475
PB2015.11759.9,1.068
PB2015.8602.13,1.06794871795
PB2015.15593.1,1.06737503019
PB2015.8457.1,1.0673663814
PB2015.5786.3,1.0667752443
PB2015.6931.14,1.06647834275
PB2015.9815.1,1.06634241245
PB2015.12487.1,1.06615853659
PB2015.9413.10,1.06608294931
PB2015.3642.3,1.06605922551
PB2015.1781.1,1.06548279689
PB2015.13389.10,1.0654822335
PB2015.7161.1,1.06532547967
PB2015.584.21,1.06479574022
PB2015.9555.2,1.06478322672
PB2015.1868.2,1.0647425897
PB2015.538.1,1.06452276467
PB2015.4453.5,1.06408839779
PB2015.5398.8,1.06408450704
PB2015.16806.1,1.06405472637
PB2015.2317.1,1.06392405063
PB2015.15893.1,1.06388888889
PB2015.13444.8,1.06366559486
PB2015.7938.1,1.0636498958
PB2015.8221.1,1.06363636364
PB2015.11082.9,1.06357947434
PB2015.8749.1,1.06341186489
PB2015.7968.2,1.06338934573
PB2015.14970.2,1.06336219767
PB2015.15729.11,1.06335403727
PB2015.6722.4,1.06318599822
PB2015.16457.8,1.06299854842
PB2015.13928.1,1.0628113879
PB2015.2066.5,1.0624556423
PB2015.2796.6,1.06242243033
PB2015.12666.1,1.0623853211
PB2015.3897.3,1.06226666667
PB2015.13720.1,1.06210526316
PB2015.4159.11,1.06203522505
PB2015.8602.14,1.06134603931
PB2015.965.3,1.06106462847
PB2015.946.9,1.06099459282
PB2015.16796.1,1.06089171975
PB2015.140.5,1.06060606061
PB2015.7083.1,1.06047047411
PB2015.16296.7,1.06028484453
PB2015.7692.8,1.06027849469
PB2015.13038.5,1.06027079304
PB2015.4234.1,1.06003039514
PB2015.16695.2,1.05953307393
PB2015.5192.1,1.05945072698
PB2015.14880.1,1.0592481203
PB2015.10615.8,1.05917159763
PB2015.16189.1,1.05897262589
PB2015.10319.3,1.05896843726
PB2015.8065.15,1.05881773399
PB2015.16272.4,1.05869932432
PB2015.3713.3,1.05866595232
PB2015.15383.1,1.05855538428
PB2015.8380.1,1.05841741901
PB2015.11234.7,1.05797587131
PB2015.4608.2,1.05791505792
PB2015.7058.11,1.05771747032
PB2015.16642.17,1.05730763276
PB2015.6401.5,1.05708512251
PB2015.5600.4,1.05669393827
PB2015.6391.1,1.05666666667
PB2015.16637.6,1.05653199924
PB2015.6200.1,1.05643702157
PB2015.11286.2,1.05640138408
PB2015.13316.3,1.05626117307
PB2015.6556.26,1.05563225604
PB2015.14504.1,1.05562632696
PB2015.14400.4,1.05536690647
PB2015.4538.2,1.05530973451
PB2015.2891.2,1.05517241379
PB2015.9121.2,1.05483672212
PB2015.6384.1,1.05479404724
PB2015.7751.10,1.05470313542
PB2015.16691.4,1.0545751634
PB2015.8580.1,1.05436046512
PB2015.14868.1,1.0538071066
PB2015.1026.4,1.05294256677
PB2015.1990.2,1.05293825936
PB2015.3005.2,1.05286103542
PB2015.924.2,1.05286103542
PB2015.14299.2,1.05277475848
PB2015.9010.1,1.05253623188
PB2015.12170.4,1.05240410589
PB2015.5580.5,1.05193370166
PB2015.15437.9,1.05193370166
PB2015.12558.1,1.05179856115
PB2015.1280.3,1.05136778116
PB2015.16807.8,1.05109170306
PB2015.13218.4,1.0510846746
PB2015.16584.17,1.05088495575
PB2015.1124.3,1.05059360731
PB2015.8532.7,1.05029781602
PB2015.14451.2,1.05006379178
PB2015.13753.2,1.04987607245
PB2015.15686.1,1.04927536232
PB2015.217.1,1.04901721774
PB2015.11300.1,1.04899904671
PB2015.13487.1,1.04879416713
PB2015.2741.10,1.04877687176
PB2015.11804.4,1.04833333333
PB2015.14538.3,1.0481786134
PB2015.3624.8,1.04791344668
PB2015.12806.4,1.04789473684
PB2015.8667.1,1.04788643533
PB2015.41.1,1.04754098361
PB2015.9152.1,1.04678362573
PB2015.6539.3,1.04654545455
PB2015.9794.15,1.04644506853
PB2015.8455.2,1.04619278633
PB2015.2207.4,1.04612546125
PB2015.8618.1,1.04611898845
PB2015.12417.8,1.04597938144
PB2015.13653.1,1.04596382885
PB2015.9882.3,1.04592860008
PB2015.12730.5,1.04577723378
PB2015.16584.9,1.04554973822
PB2015.1072.2,1.04533346801
PB2015.3147.8,1.0452519712
PB2015.14234.3,1.04495739177
PB2015.13424.4,1.0447787301
PB2015.2742.11,1.04453819373
PB2015.13070.1,1.04443155452
PB2015.4813.3,1.04428571429
PB2015.7126.7,1.04415127529
PB2015.2697.2,1.04413060897
PB2015.5688.1,1.04391705069
PB2015.14474.1,1.04379483015
PB2015.6774.2,1.04362174741
PB2015.2754.1,1.04317317176
PB2015.1742.3,1.04308060009
PB2015.4187.3,1.04285520607
PB2015.9490.1,1.04282115869
PB2015.15634.3,1.04278074866
PB2015.28.4,1.04277879342
PB2015.5484.1,1.04240150094
PB2015.845.2,1.04185895353
PB2015.16177.4,1.04185062241
PB2015.15461.1,1.04164609053
PB2015.7922.3,1.04132442802
PB2015.9634.7,1.04125874126
PB2015.13953.4,1.04113475177
PB2015.7613.10,1.0411311054
PB2015.6281.9,1.04101003044
PB2015.13284.1,1.04072443094
PB2015.15009.17,1.04071906355
PB2015.9701.10,1.04032173913
PB2015.8599.3,1.04017032071
PB2015.7511.8,1.0400029656
PB2015.13601.1,1.03952205882
PB2015.2156.2,1.03945578231
PB2015.1705.1,1.03929855716
PB2015.11667.1,1.03923537988
PB2015.6684.2,1.03923444976
PB2015.13322.3,1.03911939035
PB2015.353.2,1.03911286282
PB2015.5464.1,1.0384
PB2015.14713.4,1.03837781809
PB2015.8152.8,1.03837575064
PB2015.5705.1,1.03826530612
PB2015.8511.1,1.03794871795
PB2015.4533.2,1.03780417979
PB2015.16663.1,1.03748211731
PB2015.220.5,1.03746885899
PB2015.565.5,1.03746701847
PB2015.15764.3,1.03730232558
PB2015.12178.4,1.03697478992
PB2015.908.9,1.03686635945
PB2015.1032.1,1.03679476697
PB2015.3315.1,1.03679206284
PB2015.11561.3,1.03606821107
PB2015.4560.12,1.03605313093
PB2015.5533.1,1.03574033552
PB2015.8439.7,1.03566878981
PB2015.14659.3,1.03565891473
PB2015.16256.4,1.03547141298
PB2015.7561.10,1.03529986962
PB2015.2207.1,1.03515456506
PB2015.16055.2,1.03499104834
PB2015.15329.7,1.03465346535
PB2015.15183.1,1.03463302752
PB2015.1043.2,1.03425655977
PB2015.2478.8,1.03417245217
PB2015.9317.5,1.0340218712
PB2015.11457.6,1.03398058252
PB2015.10465.4,1.03384615385
PB2015.2831.10,1.03377398721
PB2015.8077.1,1.03360977739
PB2015.322.2,1.03346855984
PB2015.10902.2,1.03333333333
PB2015.11557.13,1.03330943847
PB2015.9775.3,1.03304347826
PB2015.930.6,1.03294143144
PB2015.3396.5,1.03255474453
PB2015.4453.6,1.03243596019
PB2015.11691.5,1.03240740741
PB2015.9834.9,1.0321606567
PB2015.5014.7,1.03197674419
PB2015.4554.4,1.03193535975
PB2015.15921.8,1.03152985075
PB2015.6389.5,1.03148906509
PB2015.3286.18,1.0311023622
PB2015.10030.14,1.03091993186
PB2015.7393.10,1.03088853838
PB2015.5509.5,1.03076923077
PB2015.12861.4,1.03043478261
PB2015.2690.2,1.03035647746
PB2015.16835.1,1.03017501509
PB2015.1587.2,1.0293088364
PB2015.14849.11,1.02910034993
PB2015.15072.1,1.02881935822
PB2015.2547.1,1.02874878198
PB2015.10209.21,1.02865022215
PB2015.2438.1,1.02848911652
PB2015.11121.6,1.0283933518
PB2015.113.1,1.02830029523
PB2015.16538.4,1.02829888712
PB2015.1040.1,1.02826086957
PB2015.12611.5,1.02806743678
PB2015.1321.2,1.02805429864
PB2015.8852.1,1.0280334728
PB2015.13397.5,1.02762182798
PB2015.448.1,1.02760658506
PB2015.785.2,1.02718655752
PB2015.13831.3,1.02711864407
PB2015.14375.7,1.027
PB2015.7483.2,1.02683959767
PB2015.11017.11,1.02666666667
PB2015.9840.1,1.02584089696
PB2015.2863.9,1.02571358268
PB2015.5773.3,1.02543720191
PB2015.5872.5,1.02518656716
PB2015.7135.31,1.02517814727
PB2015.9060.1,1.02481481481
PB2015.8372.5,1.02474353714
PB2015.9747.5,1.02439331863
PB2015.5450.3,1.02434210526
PB2015.15232.6,1.02402022756
PB2015.842.5,1.02393746947
PB2015.12666.2,1.02389705882
PB2015.2843.1,1.02386462444
PB2015.8603.6,1.02373582868
PB2015.7300.16,1.02372881356
PB2015.3557.11,1.02333404691
PB2015.3525.3,1.02313003452
PB2015.3557.9,1.02297376093
PB2015.6473.1,1.02290777577
PB2015.7383.6,1.02279792746
PB2015.5732.2,1.02216939822
PB2015.13738.1,1.02187004754
PB2015.574.1,1.02181069959
PB2015.10615.2,1.02177674615
PB2015.4051.4,1.02173913043
PB2015.3578.26,1.02168072031
PB2015.13991.2,1.0207852194
PB2015.8825.1,1.02074353448
PB2015.12518.2,1.02066115702
PB2015.4717.5,1.020657277
PB2015.3909.3,1.02055353902
PB2015.5718.2,1.02029726001
PB2015.1076.1,1.02010667747
PB2015.5908.5,1.01989578399
PB2015.4916.1,1.01977630086
PB2015.9735.8,1.01965590384
PB2015.350.3,1.01960296183
PB2015.6595.1,1.01937602627
PB2015.11248.2,1.01925465839
PB2015.271.7,1.01922326308
PB2015.6510.2,1.01909640137
PB2015.15256.6,1.0188172043
PB2015.15751.1,1.01868131868
PB2015.11873.1,1.01855181024
PB2015.15083.29,1.01851851852
PB2015.15445.3,1.01830139045
PB2015.1292.3,1.01821705426
PB2015.1437.1,1.01813784764
PB2015.16211.7,1.01808662542
PB2015.10184.1,1.01806451613
PB2015.8107.5,1.018
PB2015.1380.2,1.01798443261
PB2015.8842.5,1.01769230769
PB2015.2247.3,1.01764705882
PB2015.8677.1,1.01729660474
PB2015.10909.1,1.01719324026
PB2015.9772.10,1.01670886076
PB2015.4023.2,1.01669955599
PB2015.13502.1,1.01657458564
PB2015.16191.7,1.01655016911
PB2015.1291.1,1.01650774732
PB2015.5969.1,1.01643132221
PB2015.9650.1,1.01630956188
PB2015.1004.6,1.01622176591
PB2015.7161.6,1.01609600651
PB2015.3803.1,1.01599208639
PB2015.7614.3,1.01587982833
PB2015.10029.8,1.01584318606
PB2015.12709.10,1.01577228185
PB2015.13387.12,1.015640599
PB2015.10238.7,1.01551242353
PB2015.10342.2,1.01518987342
PB2015.105.1,1.01486596263
PB2015.16036.2,1.01461254613
PB2015.7286.9,1.01454192923
PB2015.1736.3,1.01452991453
PB2015.2694.9,1.01451501662
PB2015.7584.6,1.0144092219
PB2015.14230.1,1.01437125749
PB2015.13823.3,1.01407811081
PB2015.3561.2,1.01394230769
PB2015.7299.23,1.01394144144
PB2015.4780.3,1.01363128492
PB2015.15518.4,1.01333333333
PB2015.13335.1,1.01330203443
PB2015.6996.2,1.01319587629
PB2015.4739.5,1.01312741313
PB2015.5557.2,1.01282051282
PB2015.4475.2,1.01271772187
PB2015.8543.1,1.0126708903
PB2015.13135.8,1.0126227209
PB2015.11529.6,1.01251738526
PB2015.5608.5,1.01237113402
PB2015.1903.2,1.01236363636
PB2015.3820.1,1.01209540034
PB2015.8157.9,1.01184210526
PB2015.5697.2,1.01170844327
PB2015.15157.1,1.0114453125
PB2015.10011.4,1.01122417515
PB2015.5810.1,1.01113063855
PB2015.9704.1,1.01076280042
PB2015.856.25,1.01069290156
PB2015.10654.2,1.0105638587
PB2015.10123.1,1.01038265989
PB2015.5398.3,1.01012658228
PB2015.5725.1,1.00988776226
PB2015.1077.1,1.00973040587
PB2015.13658.2,1.00964626484
PB2015.16523.1,1.00952793417
PB2015.16581.2,1.00940468867
PB2015.7818.1,1.0092987659
PB2015.14309.23,1.00927152318
PB2015.5323.11,1.00902909981
PB2015.13602.2,1.00862821134
PB2015.8589.1,1.00821794736
PB2015.15590.19,1.00809787735
PB2015.7054.1,1.00804597701
PB2015.14167.4,1.00799763033
PB2015.15943.1,1.00799714751
PB2015.14964.3,1.00792021121
PB2015.10905.2,1.00697414756
PB2015.16772.4,1.00692167577
PB2015.14168.6,1.00670114684
PB2015.5809.1,1.00608031674
PB2015.8357.4,1.00604928602
PB2015.13907.16,1.00604297225
PB2015.807.8,1.00599284436
PB2015.1102.7,1.00589839538
PB2015.9824.3,1.005710207
PB2015.14969.3,1.00552651232
PB2015.11980.2,1.00542841937
PB2015.6505.2,1.00520581999
PB2015.9928.1,1.00517241379
PB2015.596.1,1.00513392857
PB2015.5937.1,1.00502610258
PB2015.14192.3,1.00467440361
PB2015.2956.4,1.00459770115
PB2015.856.33,1.00459095578
PB2015.10237.11,1.00430205119
PB2015.12296.6,1.00392051557
PB2015.2625.3,1.00381601561
PB2015.12149.1,1.00370209059
PB2015.7571.5,1.00327868852
PB2015.403.1,1.0032
PB2015.8509.9,1.00299113945
PB2015.16787.2,1.00295409182
PB2015.5751.1,1.00277563608
PB2015.16300.6,1.0027751974
PB2015.10911.5,1.00248447205
PB2015.13618.11,1.00209691131
PB2015.7358.2,1.00186625194
PB2015.4921.14,1.0017921147
PB2015.170.4,1.00178181818
PB2015.8233.1,1.00173794879
PB2015.7865.1,1.00152408922
PB2015.13157.9,1.0011065211
PB2015.12139.1,1.0009478673
PB2015.14465.11,1.00085470085
PB2015.4530.13,1.00079051383
PB2015.2729.4,1.00066893183
PB2015.14849.13,1.00065789474
PB2015.11549.4,1.00029442692
PB2015.6967.5,1.00026631158
PB2015.9759.1,1.0
PB2015.13435.3,0.99982832618
PB2015.8830.4,0.999789296249
PB2015.8440.1,0.999337748344
PB2015.10940.1,0.999147485081
PB2015.3979.3,0.999008264463
PB2015.10849.5,0.998774509804
PB2015.11246.1,0.99877408056
PB2015.11132.4,0.998736842105
PB2015.1030.3,0.998620689655
PB2015.5952.3,0.998568019093
PB2015.16041.1,0.998517786561
PB2015.7309.7,0.9984
PB2015.6585.2,0.998196078431
PB2015.15351.3,0.99802259887
PB2015.6580.19,0.997887647329
PB2015.744.2,0.997833935018
PB2015.908.16,0.997674888799
PB2015.308.4,0.997559931507
PB2015.16770.1,0.99748427673
PB2015.4159.5,0.99711958103
PB2015.4051.11,0.997076612903
PB2015.9510.1,0.996564019449
PB2015.16327.7,0.996098562628
PB2015.4015.1,0.995968992248
PB2015.6049.7,0.995881302104
PB2015.5553.1,0.995734597156
PB2015.15295.3,0.99555469656
PB2015.4923.1,0.99554973822
PB2015.1583.4,0.995411392405
PB2015.7408.2,0.995290023202
PB2015.10987.6,0.995263357332
PB2015.7286.8,0.995093228656
PB2015.3886.1,0.99498997996
PB2015.16829.3,0.994865630634
PB2015.10825.1,0.994607637432
PB2015.3443.1,0.994074425219
PB2015.9982.2,0.994033047736
PB2015.846.2,0.993948562784
PB2015.7502.9,0.993564905693
PB2015.16827.2,0.993467729333
PB2015.13754.9,0.993367894911
PB2015.12417.1,0.993137044201
PB2015.8576.3,0.993121693122
PB2015.9609.3,0.992974238876
PB2015.9806.1,0.992864637985
PB2015.5456.1,0.992775369568
PB2015.15327.2,0.992253704185
PB2015.6447.1,0.992179130062
PB2015.198.11,0.992152704136
PB2015.258.7,0.991896869245
PB2015.967.10,0.991683413201
PB2015.13772.9,0.991542511482
PB2015.14742.8,0.991489361702
PB2015.9866.2,0.99128103035
PB2015.6900.3,0.991207627119
PB2015.11013.9,0.991169835643
PB2015.10237.6,0.991114348143
PB2015.14025.5,0.990990990991
PB2015.13120.1,0.990717131474
PB2015.12535.1,0.99067208175
PB2015.1413.3,0.990651085142
PB2015.6782.1,0.990349819059
PB2015.13255.2,0.990016638935
PB2015.15745.1,0.989839878002
PB2015.16287.1,0.989806678383
PB2015.15680.2,0.989705882353
PB2015.5449.1,0.989465315047
PB2015.456.2,0.989354660783
PB2015.2428.1,0.989213239284
PB2015.9476.5,0.989054726368
PB2015.3464.5,0.989035995035
PB2015.3897.4,0.988861985472
PB2015.744.4,0.988628762542
PB2015.9429.6,0.988365943945
PB2015.3725.3,0.988349188295
PB2015.9950.2,0.988335704125
PB2015.430.3,0.988316151203
PB2015.10790.1,0.987439613527
PB2015.3276.3,0.986798977597
PB2015.8277.1,0.986774500476
PB2015.6703.1,0.986758136567
PB2015.9622.2,0.986339754816
PB2015.378.1,0.986281276963
PB2015.4810.5,0.985820895522
PB2015.15905.4,0.985652409312
PB2015.3852.1,0.985406301824
PB2015.11539.2,0.985328297501
PB2015.5035.3,0.985100598151
PB2015.3978.3,0.985029436501
PB2015.4287.4,0.984735812133
PB2015.13559.4,0.984208124144
PB2015.14007.2,0.984015345269
PB2015.16327.13,0.98390578999
PB2015.8988.7,0.983778526001
PB2015.14299.26,0.983773532218
PB2015.12827.11,0.983766233766
PB2015.10646.3,0.983513097072
PB2015.13565.17,0.983243168262
PB2015.3626.3,0.983111499018
PB2015.8014.3,0.983050847458
PB2015.14740.4,0.982954545455
PB2015.13741.2,0.982708333333
PB2015.9342.5,0.982655826558
PB2015.8856.1,0.982264150943
PB2015.12754.3,0.981909547739
PB2015.3736.5,0.981716678297
PB2015.8232.2,0.981576692374
PB2015.10982.2,0.981366459627
PB2015.13046.6,0.981195542047
PB2015.9806.5,0.981056829511
PB2015.4244.20,0.980715396579
PB2015.14478.12,0.980701754386
PB2015.8506.1,0.980102180458
PB2015.2889.1,0.980046674446
